timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1753271299.2806501,-0.005,-0.02,1.031,-2.792,1.953,-0.298,-512.926,96.049,21.891
1753271299.6284616,-0.0052,-0.02,1.0304,-2.7722,1.9698000000000002,-0.2964,-512.5266,96.23060000000001,21.715799999999998
1753271299.8213375,-0.00516,-0.02,1.03092,-2.77156,1.9542400000000004,-0.32112,-512.96968,96.12168000000003,21.330440000000003
1753271299.967695,-0.005327999999999999,-0.020200000000000003,1.0305360000000001,-2.757448,1.9615920000000004,-0.313296,-513.1061440000001,95.96194400000003,21.372352000000003
1753271300.1120756,-0.004862399999999999,-0.020160000000000004,1.0306288000000001,-2.7659584,1.9660736000000005,-0.31023680000000003,-513.4333152000002,95.97935520000003,21.335881600000004
1753271300.255642,-0.0050899199999999995,-0.019728000000000002,1.0307030400000001,-2.75896672,1.9710588800000006,-0.31078944000000003,-512.7144521600002,95.88428416000004,21.551905280000003
1753271300.4018762,-0.005271936,-0.019982400000000004,1.0309624320000002,-2.764173376,1.9628471040000006,-0.318831552,-512.2847617280001,96.09882732800004,21.514524224000002
1753271300.5528939,-0.0052175488,-0.019585920000000003,1.0311699456000003,-2.7575387008000005,1.9470776832000005,-0.32226524160000003,-512.6672093824002,96.12506186240003,21.4846193792
1753271300.6948588,-0.00497403904,-0.019668736000000003,1.0311359564800002,-2.7492309606400007,1.9590621465600004,-0.33721219328000007,-512.6463675059201,96.18244948992003,21.49569550336
1753271300.8375106,-0.004779231232000001,-0.019934988800000004,1.0317087651840002,-2.7471847685120006,1.9502497172480004,-0.31396975462400006,-513.1380940047361,96.30095959193604,21.504556402688
1753271300.981568,-0.004823384985600001,-0.019747991040000006,1.0307670121472001,-2.7409478148096005,1.9431997737984004,-0.30917580369920006,-513.0956752037889,96.32316767354882,21.4416451221504
1753271301.1174123,-0.004658707988480001,-0.019598392832000006,1.03041360971776,-2.7451582518476805,1.9573598190387205,-0.28554064295936005,-513.0979401630311,96.81293413883907,21.49631609772032
1753271301.2420788,-0.004726966390784001,-0.019678714265600007,1.0303308877742081,-2.749926601478145,1.9412878552309765,-0.29863251436748806,-513.2813521304249,96.80534731107126,21.505052878176258
