timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1753271477.731154,-0.004,-0.021,1.032,-2.769,1.846,-0.427,-514.923,96.23,20.314
1753271477.850312,-0.004,-0.02,1.034,-2.701,1.953,-0.336,-513.652,98.954,20.49
1753271477.9700985,-0.005,-0.02,1.033,-2.739,2.014,-0.313,-514.378,97.138,21.19
1753271478.091623,-0.005,-0.02,1.032,-2.716,1.976,-0.336,-512.926,95.323,22.591
1753271478.2134693,-0.008,-0.021,1.031,-2.647,1.877,-0.328,-512.926,94.959,21.891
1753271478.3336034,-0.007,-0.021,1.028,-2.67,1.854,-0.397,0,0,0
1753271478.4538603,-0.005,-0.021,1.029,-2.716,1.923,-0.244,-514.378,96.049,22.241
1753271478.5786018,-0.007,-0.021,1.029,-2.716,2.007,-0.359,-513.107,99.135,21.715
1753271478.7111216,-0.005,-0.021,1.03,-2.731,2.007,-0.221,-512.744,95.141,21.715
1753271478.833711,-0.003,-0.02,1.029,-2.655,1.915,-0.32,0,0,0
1753271478.9535913,-0.006,-0.021,1.029,-2.686,1.892,-0.366,-512.744,95.867,21.015
1753271479.0725803,-0.006,-0.022,1.03,-2.708,1.999,-0.313,-513.289,96.049,20.49
1753271479.1916032,-0.008,-0.023,1.034,-2.647,1.938,-0.328,-513.289,93.87,21.54
1753271479.4667325,-0.006,-0.021,1.029,-2.747,1.907,-0.343,-514.56,97.683,21.015
1753271479.583324,-0.004,-0.022,1.027,-2.754,1.953,-0.298,0,0,0
1753271479.7016149,-0.005,-0.022,1.033,-2.701,1.953,-0.229,-513.652,97.501,23.291
1753271479.827229,-0.005,-0.019,1.031,-2.8,1.984,-0.336,-511.655,94.778,21.365
1753271479.9465976,-0.005,-0.02,1.032,-2.686,1.854,-0.267,-512.563,97.138,19.789
1753271480.0664883,-0.005,-0.022,1.027,-2.647,1.945,-0.29,-514.378,95.323,20.49
1753271480.1861458,-0.005,-0.021,1.028,-2.724,1.984,-0.275,-509.476,95.141,21.015
1753271480.3070219,-0.004,-0.022,1.031,-2.739,1.869,-0.328,-515.286,96.23,19.964
1753271480.4289782,-0.005,-0.021,1.029,-2.8,1.945,-0.351,-513.471,96.957,21.715
1753271480.5529056,-0.007,-0.02,1.033,-2.762,1.862,-0.298,-512.744,96.23,22.416
1753271480.6734223,-0.005,-0.021,1.026,-2.769,1.991,-0.29,-513.471,96.23,22.416
1753271480.8324645,-0.006,-0.02,1.03,-2.708,1.862,-0.32,-511.11,97.501,21.19
1753271480.9507134,-0.007,-0.019,1.024,-2.769,1.999,-0.343,-513.834,96.23,23.116
1753271481.070134,-0.005,-0.019,1.029,-2.731,1.945,-0.275,-511.837,94.233,20.84
1753271481.1955872,-0.005,-0.022,1.028,-2.724,1.915,-0.298,-511.473,97.138,21.891
1753271481.3263507,-0.005,-0.021,1.032,-2.716,1.93,-0.305,-513.289,97.138,21.891
1753271481.4548438,-0.005,-0.022,1.027,-2.64,1.884,-0.244,-511.292,97.683,19.614
1753271481.5799894,-0.006,-0.019,1.027,-2.701,1.968,-0.267,-514.56,98.046,21.015
1753271481.702168,-0.008,-0.02,1.031,-2.785,1.915,-0.343,-513.652,98.591,22.591
1753271481.8236628,-0.006,-0.022,1.027,-2.708,1.938,-0.282,-511.473,96.412,19.089
1753271481.9454687,-0.004,-0.02,1.029,-2.724,1.961,-0.397,-514.923,97.683,22.066
1753271482.0650613,-0.006,-0.021,1.03,-2.724,1.991,-0.313,-512.018,93.688,19.964
1753271482.1872623,-0.005,-0.022,1.03,-2.731,2.029,-0.275,-513.289,96.412,22.241
1753271482.3106802,-0.006,-0.02,1.03,-2.663,1.953,-0.381,-510.384,98.591,20.49
1753271482.4347534,-0.006,-0.023,1.032,-2.686,1.892,-0.298,-514.015,97.138,19.789
1753271482.5612938,-0.005,-0.02,1.031,-2.815,1.9,-0.29,-510.929,98.046,21.715
1753271482.687538,-0.006,-0.02,1.031,-2.663,1.884,-0.351,-514.56,98.046,22.766
1753271482.8113549,-0.007,-0.02,1.03,-2.647,2.029,-0.198,-512.018,94.415,21.365
1753271482.9356403,-0.006,-0.021,1.029,-2.792,1.976,-0.32,-513.289,96.775,21.19
1753271483.0600846,-0.006,-0.02,1.03,-2.716,1.9,-0.244,-512.2,98.591,20.139
1753271483.1849947,-0.005,-0.021,1.029,-2.678,1.907,-0.282,-512.926,94.596,21.19
1753271483.3191032,-0.005,-0.02,1.03,-2.708,1.93,-0.366,-512.563,96.775,19.439
1753271483.4509892,-0.007,-0.02,1.029,-2.724,1.984,-0.267,-512.926,96.412,22.241
1753271483.5715337,-0.006,-0.019,1.026,-2.754,1.945,-0.305,-514.378,95.686,21.54
1753271483.6920035,-0.005,-0.021,1.027,-2.724,1.923,-0.343,-510.566,98.046,22.766
1753271483.8114824,-0.004,-0.021,1.032,-2.769,1.831,-0.298,-512.563,96.775,20.84
1753271483.931236,-0.006,-0.02,1.033,-2.716,1.907,-0.275,-513.289,96.412,23.642
1753271484.0491443,-0.006,-0.021,1.028,-2.739,1.976,-0.298,-511.655,94.778,20.665
1753271484.1674128,-0.004,-0.019,1.031,-2.769,1.923,-0.259,-513.289,97.864,21.891
1753271484.3021598,-0.005,-0.018,1.031,-2.762,1.846,-0.381,-514.197,97.683,22.766
1753271484.4244952,-0.005,-0.023,1.03,-2.693,1.991,-0.343,-515.468,94.959,21.54
1753271484.543121,-0.007,-0.021,1.029,-2.67,1.945,-0.366,-512.2,98.228,20.139
1753271484.6595333,-0.006,-0.019,1.032,-2.67,1.968,-0.397,-512.744,96.957,20.314
1753271484.7884781,-0.005,-0.021,1.029,-2.693,1.915,-0.229,-512.563,97.501,20.49
1753271484.9041352,-0.006,-0.023,1.031,-2.731,1.961,-0.267,-513.107,99.499,20.665
1753271485.0205839,-0.004,-0.018,1.031,-2.647,1.862,-0.336,-512.563,97.501,21.891
1753271485.13951,-0.006,-0.021,1.03,-2.655,1.999,-0.359,-514.56,94.778,23.116
1753271485.2575376,-0.005,-0.02,1.03,-2.792,1.984,-0.32,-513.471,96.23,20.665
1753271485.3728516,-0.005,-0.02,1.03,-2.731,1.938,-0.343,-514.197,98.409,20.665
1753271485.4943268,-0.005,-0.019,1.03,-2.686,1.953,-0.214,-512.744,97.32,21.015
1753271485.6333358,-0.006,-0.02,1.028,-2.701,2.052,-0.244,-513.289,100.77,22.591
1753271485.7627897,-0.005,-0.02,1.03,-2.777,1.968,-0.259,-512.926,96.049,21.19
1753271485.8820984,-0.007,-0.021,1.029,-2.785,1.961,-0.366,-513.289,94.959,21.19
1753271486.0015311,-0.005,-0.021,1.029,-2.67,1.93,-0.305,-512.563,96.049,22.241
1753271486.121008,-0.005,-0.02,1.03,-2.739,1.953,-0.252,-512.381,95.504,22.416
1753271486.240768,-0.005,-0.02,1.031,-2.708,1.862,-0.328,-514.378,95.686,19.789
1753271486.3598123,-0.004,-0.02,1.033,-2.67,1.892,-0.244,-513.652,96.049,19.439
1753271486.4799297,-0.005,-0.022,1.034,-2.632,2.045,-0.252,-513.652,96.412,21.891
1753271486.6089346,-0.006,-0.021,1.031,-2.647,1.938,-0.336,-514.197,96.23,21.365
1753271486.7412431,-0.006,-0.02,1.031,-2.808,2.007,-0.32,-512.926,96.049,21.54
1753271486.8966286,-0.005,-0.02,1.029,-2.693,1.938,-0.29,-515.649,95.141,19.964
1753271487.0336385,-0.006,-0.021,1.031,-2.716,1.938,-0.336,-513.107,96.957,21.365
1753271487.1655564,-0.005,-0.021,1.029,-2.747,1.93,-0.259,-514.015,97.864,18.038
1753271487.2823868,-0.007,-0.021,1.032,-2.686,1.976,-0.343,-514.378,96.412,20.84
1753271487.399987,-0.007,-0.021,1.03,-2.716,1.869,-0.374,-514.015,95.323,20.84
1753271487.5162253,-0.006,-0.022,1.025,-2.724,1.907,-0.328,-514.015,96.775,23.642
1753271487.6337187,-0.005,-0.02,1.033,-2.754,1.915,-0.298,-512.744,95.504,19.264
1753271487.7533247,-0.005,-0.019,1.03,-2.708,1.9,-0.29,-513.834,96.957,19.264
1753271487.8728156,-0.007,-0.021,1.03,-2.67,1.999,-0.237,-513.471,96.957,19.964
1753271487.9934356,-0.005,-0.022,1.029,-2.731,1.884,-0.32,-514.923,96.23,20.314
1753271488.1137898,-0.006,-0.02,1.034,-2.678,1.862,-0.305,-515.286,96.957,20.314
1753271488.2356124,-0.005,-0.019,1.033,-2.716,1.884,-0.336,-514.742,96.412,20.139
1753271488.3551235,-0.005,-0.022,1.031,-2.701,1.953,-0.328,-513.289,97.864,21.891
1753271488.4711232,-0.007,-0.02,1.029,-2.823,1.953,-0.336,-514.197,99.135,21.365
1753271488.5886774,-0.006,-0.019,1.031,-2.663,1.854,-0.343,0,0,0
1753271488.705214,-0.005,-0.021,1.026,-2.693,2.007,-0.282,-512.2,96.412,22.591
1753271488.823138,-0.004,-0.021,1.034,-2.747,1.961,-0.282,-513.652,96.775,21.54
1753271488.9380887,-0.006,-0.022,1.029,-2.701,1.961,-0.305,-513.834,96.23,23.467
1753271489.053681,-0.004,-0.02,1.033,-2.678,1.968,-0.229,-514.56,96.593,21.015
1753271489.1693232,-0.006,-0.021,1.03,-2.708,1.915,-0.32,-513.471,95.504,20.665
1753271489.285266,-0.007,-0.02,1.03,-2.724,2.022,-0.313,-513.834,95.867,21.015
1753271489.4019792,-0.004,-0.02,1.029,-2.678,1.945,-0.32,-512.744,94.415,21.715
1753271489.519015,-0.004,-0.02,1.03,-2.777,1.961,-0.305,-513.834,95.504,19.964
1753271489.6361034,-0.005,-0.02,1.031,-2.8,1.907,-0.343,-512.018,95.141,22.416
1753271489.7534947,-0.005,-0.02,1.032,-2.724,1.953,-0.237,-514.56,96.23,20.314
1753271489.8696475,-0.006,-0.021,1.032,-2.769,1.907,-0.298,-513.471,96.23,21.365
1753271489.9858806,-0.005,-0.022,1.031,-2.754,1.953,-0.389,-514.015,97.864,21.54
1753271490.1017063,-0.004,-0.019,1.034,-2.693,1.93,-0.336,-513.107,95.141,19.264
1753271490.2183452,-0.006,-0.023,1.028,-2.693,1.923,-0.275,0,0,0
1753271490.334953,-0.005,-0.02,1.027,-2.708,1.907,-0.282,-515.286,97.683,21.365
1753271490.4531138,-0.004,-0.021,1.029,-2.708,1.877,-0.359,-512.744,97.683,20.314
1753271490.5707908,-0.004,-0.022,1.03,-2.716,1.953,-0.381,-514.015,95.686,22.241
1753271490.686483,-0.006,-0.019,1.028,-2.762,1.854,-0.381,-514.197,94.415,22.066
1753271490.8028011,-0.005,-0.021,1.027,-2.731,1.869,-0.336,-513.289,95.323,20.49
1753271490.9180822,-0.006,-0.021,1.027,-2.731,1.945,-0.359,-514.742,94.959,21.891
1753271491.031984,-0.004,-0.02,1.031,-2.693,1.892,-0.259,-511.655,96.957,22.416
1753271491.1470225,-0.004,-0.019,1.031,-2.724,1.961,-0.206,-512.926,96.049,20.139
1753271491.2620738,-0.006,-0.02,1.029,-2.67,1.984,-0.305,-513.834,96.23,22.416
1753271491.376581,-0.007,-0.02,1.027,-2.754,1.877,-0.282,-512.926,95.323,21.19
1753271491.4911177,-0.006,-0.022,1.03,-2.731,1.93,-0.32,-511.292,95.141,20.665
1753271491.6061757,-0.007,-0.02,1.032,-2.769,1.923,-0.32,-513.652,96.775,19.439
1753271491.7223024,-0.007,-0.021,1.029,-2.739,1.938,-0.343,-512.926,94.596,20.84
1753271491.8385432,-0.005,-0.02,1.033,-2.708,1.953,-0.381,0,0,0
1753271491.9534607,-0.006,-0.022,1.028,-2.731,1.93,-0.305,-514.742,97.138,21.54
1753271492.0743544,-0.009,-0.021,1.028,-2.64,1.953,-0.305,-513.652,96.775,19.789
1753271492.1914117,-0.007,-0.021,1.031,-2.693,2.045,-0.328,-510.021,96.049,18.388
1753271492.3076715,-0.005,-0.02,1.03,-2.693,2.014,-0.267,-512.2,96.412,21.891
1753271492.4292805,-0.006,-0.018,1.031,-2.686,1.999,-0.313,-515.286,98.409,23.116
1753271492.5447705,-0.004,-0.02,1.031,-2.724,1.984,-0.298,-514.378,94.596,21.19
1753271492.6634266,-0.006,-0.02,1.03,-2.747,1.915,-0.275,-514.378,95.686,22.241
1753271492.7821348,-0.004,-0.022,1.03,-2.64,1.877,-0.214,-514.197,96.957,22.066
1753271492.8985434,-0.005,-0.021,1.03,-2.739,1.938,-0.305,-514.56,94.778,18.563
1753271493.0150821,-0.005,-0.02,1.03,-2.777,1.991,-0.237,-516.013,96.593,22.066
1753271493.1314924,-0.006,-0.02,1.031,-2.731,1.953,-0.359,-512.926,95.323,20.84
1753271493.2866,-0.006,-0.023,1.034,-2.831,1.915,-0.244,-513.471,96.593,20.314
1753271493.420414,-0.004,-0.021,1.034,-2.777,1.915,-0.29,-512.563,96.412,21.891
1753271493.5386353,-0.007,-0.019,1.032,-2.693,1.884,-0.313,-516.557,97.864,22.241
1753271493.6554747,-0.006,-0.02,1.029,-2.724,1.945,-0.351,-511.655,97.683,21.015
1753271493.7699945,-0.004,-0.02,1.03,-2.701,2.029,-0.359,-513.652,96.775,19.789
1753271493.8938928,-0.006,-0.022,1.034,-2.762,1.9,-0.359,-513.107,95.504,22.766
1753271494.0126925,-0.005,-0.02,1.031,-2.64,1.793,-0.313,-511.292,97.32,22.766
1753271494.1291323,-0.005,-0.02,1.031,-2.747,1.938,-0.313,-512.926,97.864,20.139
1753271494.2644315,-0.006,-0.019,1.033,-2.716,1.93,-0.313,-512.2,96.412,22.591
1753271494.3859181,-0.006,-0.02,1.031,-2.754,1.984,-0.32,-514.923,99.135,21.715
1753271494.5107539,-0.006,-0.021,1.031,-2.739,1.991,-0.32,-514.197,96.957,23.817
1753271494.6343455,-0.006,-0.019,1.031,-2.686,1.907,-0.32,-514.742,96.049,20.139
1753271494.7601376,-0.006,-0.021,1.03,-2.762,1.945,-0.359,-513.652,97.138,20.84
1753271494.882221,-0.006,-0.021,1.03,-2.716,1.9,-0.328,-513.289,99.317,20.84
1753271495.0455217,-0.008,-0.022,1.029,-2.701,1.938,-0.336,-514.923,97.683,20.665
1753271495.2058136,-0.006,-0.022,1.031,-2.739,1.961,-0.359,-514.742,97.501,23.642
1753271495.3270297,-0.007,-0.018,1.031,-2.701,1.984,-0.282,-514.197,93.688,19.964
1753271495.4449785,-0.007,-0.02,1.031,-2.678,1.877,-0.237,-515.286,94.778,21.365
1753271495.5652544,-0.006,-0.021,1.029,-2.747,1.93,-0.32,-514.197,97.683,21.365
1753271495.6852024,-0.005,-0.021,1.03,-2.647,1.93,-0.381,-512.2,96.049,20.84
1753271495.8054159,-0.006,-0.021,1.034,-2.708,1.961,-0.328,-514.378,97.138,20.49
1753271495.9244196,-0.008,-0.021,1.032,-2.731,1.938,-0.328,-513.652,96.049,20.139
1753271496.046295,-0.006,-0.02,1.031,-2.708,1.892,-0.305,-515.468,96.412,21.19
1753271496.169995,-0.006,-0.019,1.03,-2.762,1.862,-0.298,-512.381,97.32,19.964
1753271496.2948449,-0.005,-0.02,1.029,-2.678,1.938,-0.298,-511.837,96.775,22.591
1753271496.414217,-0.006,-0.019,1.027,-2.724,1.991,-0.42,-512.018,94.052,21.015
1753271496.5336423,-0.006,-0.022,1.027,-2.708,2.06,-0.298,-513.289,94.959,19.439
1753271496.6549878,-0.006,-0.022,1.03,-2.739,1.984,-0.366,-513.471,94.052,20.314
1753271496.7756326,-0.007,-0.017,1.03,-2.724,1.991,-0.305,-510.747,95.323,22.591
1753271496.895678,-0.006,-0.02,1.027,-2.686,2.007,-0.397,-512.2,95.323,21.54
1753271497.016303,-0.006,-0.02,1.033,-2.686,1.884,-0.252,-513.652,97.501,21.54
1753271497.1361423,-0.005,-0.02,1.03,-2.716,1.945,-0.305,-513.289,96.775,21.891
1753271497.2843485,-0.006,-0.021,1.032,-2.747,1.915,-0.32,-512.926,96.049,22.591
1753271497.463624,-0.005,-0.021,1.03,-2.701,1.877,-0.328,-513.652,100.77,20.84
1753271497.653658,-0.005,-0.02,1.03,-2.785,1.961,-0.29,-512.381,95.867,19.614
1753271497.7826836,-0.005,-0.018,1.031,-2.762,1.968,-0.267,-513.107,95.504,22.766
1753271497.908996,-0.005,-0.019,1.03,-2.792,1.915,-0.305,-513.471,97.32,21.365
1753271498.035239,-0.005,-0.02,1.033,-2.724,1.945,-0.275,-512.926,96.049,20.84
1753271498.2337105,-0.005,-0.022,1.033,-2.739,1.961,-0.32,-515.468,97.501,21.19
1753271498.4388304,-0.004,-0.019,1.03,-2.693,1.923,-0.198,-511.655,96.23,22.066
1753271498.5706735,-0.005,-0.019,1.026,-2.853,1.968,-0.32,-510.929,98.046,21.715
1753271498.6915104,-0.008,-0.02,1.029,-2.8,1.991,-0.275,-512.2,94.959,21.19
1753271498.8191855,-0.005,-0.022,1.03,-2.655,1.915,-0.389,-513.652,99.317,21.891
1753271498.9368877,-0.006,-0.021,1.028,-2.693,1.953,-0.343,-513.289,96.775,21.54
1753271499.0560238,-0.007,-0.02,1.027,-2.632,1.93,-0.374,-513.652,97.501,21.54
1753271499.1830585,-0.007,-0.022,1.03,-2.708,1.93,-0.305,-513.107,96.23,20.314
1753271499.2992175,-0.006,-0.02,1.027,-2.693,1.945,-0.328,-512.018,96.593,21.365
1753271499.416314,-0.006,-0.019,1.027,-2.762,1.915,-0.259,-514.378,94.233,22.241
1753271499.535336,-0.006,-0.021,1.032,-2.815,1.953,-0.313,-512.926,94.596,18.388
1753271499.6551654,-0.006,-0.022,1.03,-2.655,1.953,-0.328,-513.471,96.593,21.015
1753271499.7775905,-0.007,-0.02,1.03,-2.693,1.968,-0.351,-510.384,95.686,21.54
1753271499.9046578,-0.005,-0.021,1.03,-2.663,1.938,-0.237,-513.289,94.596,20.139
1753271500.047251,-0.005,-0.021,1.028,-2.724,1.991,-0.343,-514.742,95.686,19.439
1753271500.2209885,-0.007,-0.021,1.03,-2.762,1.877,-0.336,-513.289,94.596,21.19
1753271500.3734043,-0.006,-0.019,1.034,-2.792,2.014,-0.267,-513.471,98.409,21.715
1753271500.5449388,-0.008,-0.02,1.034,-2.632,1.938,-0.343,-512.381,97.32,21.715
1753271500.6649516,-0.006,-0.022,1.029,-2.716,1.999,-0.252,-512.563,97.864,22.241
1753271500.7854989,-0.004,-0.019,1.032,-2.838,1.93,-0.351,-513.471,97.32,22.416
1753271500.9071984,-0.005,-0.021,1.03,-2.739,1.884,-0.259,-512.381,95.867,21.015
1753271501.0285802,-0.008,-0.02,1.033,-2.716,2.037,-0.305,-510.747,96.775,21.54
1753271501.1551504,-0.007,-0.021,1.031,-2.67,1.961,-0.32,-514.015,98.591,20.84
1753271501.2780075,-0.004,-0.021,1.031,-2.792,2.014,-0.359,-514.56,96.957,21.715
1753271501.4562767,-0.005,-0.021,1.032,-2.754,1.869,-0.305,-514.015,97.501,19.089
1753271501.5775387,-0.006,-0.02,1.031,-2.792,1.915,-0.282,-512.018,94.052,19.964
1753271501.712245,-0.005,-0.02,1.03,-2.815,1.877,-0.336,-515.831,95.323,20.84
1753271501.8262882,-0.006,-0.019,1.031,-2.693,1.938,-0.244,-515.831,96.775,19.789
1753271501.943303,-0.005,-0.019,1.028,-2.731,1.915,-0.214,-512.563,97.138,21.19
1753271502.0813158,-0.007,-0.02,1.03,-2.686,1.968,-0.29,-514.378,95.323,21.19
1753271502.208854,-0.004,-0.019,1.031,-2.67,1.953,-0.282,-514.378,96.775,21.19
1753271502.337702,-0.006,-0.022,1.03,-2.693,1.976,-0.259,-512.744,95.504,21.715
1753271502.457894,-0.006,-0.02,1.027,-2.769,1.945,-0.237,-516.013,96.957,21.015
1753271502.5796323,-0.006,-0.021,1.028,-2.785,1.976,-0.298,-514.197,98.772,22.416
1753271502.6988878,-0.008,-0.02,1.031,-2.693,1.93,-0.32,-514.197,95.141,19.614
1753271502.8191304,-0.006,-0.02,1.025,-2.731,1.907,-0.305,-514.742,97.138,21.54
1753271502.937778,-0.006,-0.021,1.028,-2.693,2.014,-0.313,-513.107,96.957,21.015
1753271503.057002,-0.005,-0.018,1.028,-2.678,1.968,-0.313,-514.56,95.504,21.015
1753271503.1923044,-0.007,-0.021,1.032,-2.747,1.938,-0.351,-515.831,97.138,20.49
1753271503.3260827,-0.006,-0.021,1.029,-2.754,1.961,-0.244,-512.381,96.593,21.015
1753271503.485137,-0.006,-0.021,1.031,-2.701,1.984,-0.351,-513.107,93.688,20.665
1753271503.6233459,-0.005,-0.022,1.032,-2.731,1.9,-0.275,-513.471,97.32,23.467
1753271503.7364902,-0.007,-0.021,1.03,-2.716,1.915,-0.282,-514.742,97.501,20.84
1753271503.8514376,-0.006,-0.02,1.031,-2.708,1.984,-0.229,0,0,0
1753271503.9662108,-0.006,-0.019,1.025,-2.701,1.968,-0.282,-514.197,96.957,22.066
1753271504.0824857,-0.005,-0.021,1.029,-2.754,1.93,-0.275,-512.2,97.501,21.54
1753271504.1992815,-0.007,-0.022,1.031,-2.731,1.945,-0.298,-517.647,97.864,19.789
1753271504.314804,-0.006,-0.021,1.03,-2.731,1.869,-0.29,-514.56,94.778,22.416
1753271504.4301326,-0.005,-0.02,1.031,-2.716,2.029,-0.244,-515.649,98.046,21.715
1753271504.5454729,-0.005,-0.021,1.03,-2.808,1.938,-0.298,-511.473,96.412,20.49
1753271504.66392,-0.007,-0.019,1.025,-2.769,2.029,-0.336,-513.107,94.778,23.467
1753271504.781394,-0.006,-0.019,1.029,-2.777,1.961,-0.298,-513.289,97.138,21.19
1753271504.8977864,-0.007,-0.02,1.031,-2.647,1.915,-0.275,-513.289,96.775,21.891
1753271505.0149033,-0.007,-0.021,1.03,-2.716,1.976,-0.298,-512.563,98.228,21.891
1753271505.132268,-0.005,-0.02,1.03,-2.625,1.984,-0.313,-513.834,96.593,22.066
1753271505.2500818,-0.004,-0.021,1.032,-2.663,1.999,-0.237,-512.381,97.32,21.715
1753271505.3669212,-0.006,-0.02,1.033,-2.678,1.846,-0.244,-513.107,96.23,21.365
1753271505.4824948,-0.006,-0.019,1.028,-2.678,1.976,-0.381,-512.2,94.596,20.139
1753271505.5985293,-0.003,-0.019,1.027,-2.754,1.999,-0.32,0,0,0
1753271505.7131336,-0.005,-0.02,1.027,-2.647,1.991,-0.313,-511.837,95.323,21.54
1753271505.8282046,-0.004,-0.02,1.031,-2.739,1.877,-0.359,-513.289,98.954,21.19
1753271505.9416456,-0.007,-0.02,1.029,-2.693,1.923,-0.381,-514.923,95.504,19.964
1753271506.0557027,-0.005,-0.022,1.032,-2.686,1.999,-0.313,-514.378,96.775,21.54
1753271506.169729,-0.006,-0.021,1.033,-2.823,1.892,-0.328,-513.289,96.049,20.49
1753271506.2843568,-0.006,-0.021,1.031,-2.678,2.052,-0.381,-517.102,95.867,23.467
1753271506.3986502,-0.006,-0.02,1.028,-2.701,1.968,-0.32,-513.107,96.23,21.715
1753271506.5123975,-0.007,-0.019,1.032,-2.853,1.999,-0.29,-513.471,94.778,21.715
1753271506.6296978,-0.006,-0.019,1.032,-2.762,1.93,-0.275,-513.834,96.957,19.964
1753271506.743496,-0.005,-0.02,1.031,-2.754,2.007,-0.305,-511.837,97.138,21.891
1753271506.8570259,-0.005,-0.02,1.027,-2.815,1.976,-0.267,0,0,0
1753271506.972065,-0.006,-0.021,1.029,-2.769,1.869,-0.305,-513.289,94.596,20.139
1753271507.0869672,-0.006,-0.02,1.029,-2.701,1.892,-0.343,-512.926,97.138,20.49
1753271507.2025604,-0.005,-0.021,1.03,-2.716,1.938,-0.282,-512.381,95.504,20.314
1753271507.3179033,-0.005,-0.021,1.03,-2.647,1.961,-0.366,-511.837,97.501,21.891
1753271507.4342074,-0.006,-0.019,1.029,-2.777,1.854,-0.282,-514.742,99.317,19.439
1753271507.5502613,-0.007,-0.02,1.032,-2.678,1.984,-0.259,-514.197,96.593,21.365
1753271507.6667974,-0.006,-0.018,1.028,-2.777,1.923,-0.282,-514.015,96.049,22.241
1753271507.7851036,-0.006,-0.02,1.031,-2.777,1.953,-0.282,-512.926,98.228,21.19
1753271507.9097683,-0.004,-0.019,1.03,-2.716,2.022,-0.305,-512.2,94.959,20.139
1753271508.0254025,-0.004,-0.019,1.029,-2.701,1.976,-0.282,-512.563,95.323,19.789
1753271508.144437,-0.005,-0.021,1.029,-2.747,1.846,-0.244,-514.742,95.323,22.941
1753271508.25857,-0.005,-0.02,1.032,-2.808,1.976,-0.359,-512.381,96.23,22.066
1753271508.3746793,-0.006,-0.021,1.029,-2.701,1.93,-0.366,-514.015,94.233,21.891
1753271508.4891222,-0.005,-0.02,1.031,-2.678,1.968,-0.298,-512.381,95.141,22.066
1753271508.6359582,-0.005,-0.023,1.029,-2.716,1.862,-0.29,-514.015,98.228,21.54
1753271508.7705321,-0.006,-0.021,1.028,-2.769,1.93,-0.244,-514.015,97.138,21.19
1753271508.8937342,-0.004,-0.022,1.028,-2.678,1.961,-0.275,-512.926,94.233,21.54
1753271509.0134184,-0.005,-0.022,1.032,-2.693,1.923,-0.366,-514.197,96.23,23.116
1753271509.140486,-0.007,-0.02,1.03,-2.762,1.961,-0.32,-513.289,97.138,22.241
1753271509.3019683,-0.004,-0.021,1.028,-2.632,1.984,-0.32,-514.378,96.049,20.139
1753271509.4538,-0.003,-0.02,1.034,-2.716,1.938,-0.397,-516.194,97.864,22.941
1753271509.5873747,-0.007,-0.019,1.029,-2.678,1.9,-0.282,-512.926,97.864,21.891
1753271509.7313142,-0.005,-0.021,1.03,-2.67,1.953,-0.237,-514.923,96.23,22.766
1753271509.8481464,-0.006,-0.02,1.03,-2.747,1.976,-0.282,-513.289,97.138,22.591
1753271509.9661896,-0.006,-0.019,1.03,-2.693,2.029,-0.298,-513.471,94.415,21.015
1753271510.094327,-0.005,-0.021,1.031,-2.716,1.953,-0.313,-515.831,95.323,20.49
1753271510.2292004,-0.006,-0.02,1.032,-2.731,2.052,-0.343,-514.197,96.593,22.416
1753271510.3529,-0.008,-0.021,1.027,-2.747,1.999,-0.252,-513.289,98.591,21.19
1753271510.5302284,-0.004,-0.021,1.031,-2.693,1.93,-0.32,-516.013,96.593,20.665
1753271510.6555235,-0.005,-0.021,1.029,-2.647,2.014,-0.275,-515.649,95.504,20.314
1753271510.8468065,-0.005,-0.02,1.026,-2.716,1.892,-0.305,-511.837,96.775,21.19
1753271510.9813824,-0.006,-0.02,1.029,-2.769,1.93,-0.343,-514.197,95.867,22.066
1753271511.171295,-0.006,-0.02,1.029,-2.831,1.991,-0.298,-511.837,97.138,19.789
1753271511.3052332,-0.003,-0.02,1.034,-2.708,1.938,-0.275,-513.471,98.772,19.964
1753271511.4397392,-0.006,-0.019,1.03,-2.785,1.839,-0.32,-514.56,98.046,21.715
1753271511.56463,-0.004,-0.02,1.031,-2.708,1.884,-0.305,-514.197,95.141,22.416
1753271511.7618494,-0.005,-0.02,1.032,-2.64,1.991,-0.328,-513.471,96.593,22.066
1753271511.9626842,-0.002,-0.022,1.028,-2.739,1.976,-0.389,-515.831,94.233,21.891
1753271512.0789704,-0.006,-0.018,1.029,-2.762,1.991,-0.298,-512.926,96.049,20.49
1753271512.1982722,-0.005,-0.019,1.025,-2.724,1.961,-0.359,-513.652,94.596,23.291
1753271512.3618934,-0.004,-0.021,1.028,-2.708,1.884,-0.381,-510.929,96.23,20.665
1753271512.4840484,-0.004,-0.02,1.031,-2.731,2.106,-0.275,0,0,0
1753271512.6077046,-0.005,-0.019,1.028,-2.632,1.93,-0.29,-515.286,96.593,22.416
1753271512.7447217,-0.005,-0.02,1.032,-2.701,1.976,-0.191,-516.194,95.323,20.49
1753271512.9305813,-0.005,-0.021,1.031,-2.693,1.953,-0.237,-514.56,95.504,22.066
1753271513.0590456,-0.005,-0.02,1.03,-2.762,1.938,-0.298,-514.56,95.141,21.365
