timestamp,fps,x,y,z,R00,R01,R02,R10,R11,R12,R20,R21,R22
1753097899.4827728,8.06,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097899.6437056,8.02,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097899.8081605,8.17,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097899.9765954,8.0,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097900.1479104,7.61,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097900.318804,7.64,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097900.4914453,7.64,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097900.6612508,7.5,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097900.78395,7.55,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097901.025741,11.81,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097901.2196789,4.88,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097918.9284952,6.45,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097919.064929,0.06,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097919.241452,10.21,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097919.4142935,7.17,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097919.585507,7.54,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097919.7508948,7.76,1.1377105885847336,0.032785803555629746,-0.03379850888948109,0.9999693357428707,-0.0012702684899401654,-0.007727482897221344,0.0010701865117588704,0.9996654794545469,-0.02584151481123903,0.0077577235574231,0.025832452552417885,0.9996361848794442
1753097919.9251788,7.83,1.0883797052030288,0.033625722776027545,-0.025689348062902295,0.999620483881975,0.0018810896421325174,0.027483626131300332,-0.0013318499916312658,0.9997993147814321,-0.019988905377147863,-0.02751571149664874,0.01994471519814288,0.9994223801559052
1753097920.1001022,7.42,1.1381915730190284,0.02936007238150198,-0.026452260904889936,0.9997783289273863,0.0021467889869012328,0.020944791815851828,-0.0017557278977613138,0.9998241289654332,-0.018671597630095602,-0.02098119221380962,0.018630685321717945,0.9996062660556538
1753097920.2773407,7.39,1.1881804899037995,0.029272285985845553,-0.027501320524761404,0.9997783289273865,0.0021467889869001048,0.02094479181584195,-0.0017557278977603273,0.9998241289654332,-0.01867159763009769,-0.020981192213799727,0.018630685321719992,0.9996062660556541
1753097920.4484882,7.35,1.1387877042128767,0.023763368954246484,-0.03297896496457949,0.9991128322980288,0.008968200438686494,0.041147535993095945,-0.007683693385774421,0.999481447249016,-0.031269753132444275,-0.041406632238873475,0.030925846567265807,0.998663648492689
