frame_idx,t_capture_ms,t_vo_ms,t_gt_ms,t_control_show_ms,t_total_ms,fps
"[220, 1.371145248413086, 58.94351005554199, 1.9435882568359375, 2.4886131286621094, 64.74685668945312, 15.444765215342013]"
"[221, 1.0902881622314453, 57.55043029785156, 1.9347667694091797, 2.467632293701172, 63.04311752319336, 15.862159729523261]"
"[222, 1.2624263763427734, 58.27188491821289, 1.943349838256836, 2.479076385498047, 63.95673751831055, 15.635569273897127]"
"[223, 1.0449886322021484, 57.24287033081055, 1.9376277923583984, 2.4993419647216797, 62.72482872009277, 15.942650149950397]"
"[224, 1.1653900146484375, 58.990478515625, 1.9533634185791016, 2.499818801879883, 64.60905075073242, 15.477707664489465]"
"[225, 1.379251480102539, 59.72909927368164, 1.947641372680664, 2.489328384399414, 65.54532051086426, 15.256619270543473]"
"[226, 1.1868476867675781, 58.81237983703613, 1.9490718841552734, 2.507448196411133, 64.45574760437012, 15.514520227707354]"
"[227, 1.2712478637695312, 57.663917541503906, 1.9383430480957031, 2.4938583374023438, 63.367366790771484, 15.780993445756296]"
"[228, 1.0247230529785156, 59.53073501586914, 1.920938491821289, 2.4847984313964844, 64.96119499206543, 15.393805488371068]"
"[229, 1.252889633178711, 58.75277519226074, 1.9490718841552734, 2.495288848876953, 64.45002555847168, 15.515897648368803]"
"[230, 1.2867450714111328, 59.38267707824707, 1.9371509552001953, 2.496004104614258, 65.10257720947266, 15.360375009155497]"
"[231, 1.2493133544921875, 61.68556213378906, 1.9259452819824219, 2.5129318237304688, 67.37375259399414, 14.842575357590256]"
"[232, 1.6121864318847656, 58.503150939941406, 1.9221305847167969, 2.535581588745117, 64.57304954528809, 15.486336901258682]"
"[233, 1.3747215270996094, 57.95884132385254, 1.9261837005615234, 2.4824142456054688, 63.74216079711914, 15.688203655079034]"
"[234, 1.4297962188720703, 59.311866760253906, 1.947164535522461, 2.499103546142578, 65.18793106079102, 15.340262894176682]"
"[235, 1.3442039489746094, 60.31227111816406, 1.981973648071289, 2.4919509887695312, 66.13039970397949, 15.121638527459611]"
"[236, 1.2493133544921875, 59.031009674072266, 1.9257068634033203, 2.4797916412353516, 64.68582153320312, 15.459338326354898]"
"[237, 1.077890396118164, 62.744140625, 1.9288063049316406, 2.4776458740234375, 68.22848320007324, 14.65663536836367]"
"[238, 1.2822151184082031, 58.36057662963867, 1.922607421875, 2.4831295013427734, 64.04852867126465, 15.613161156794062]"
"[239, 1.1954307556152344, 58.48193168640137, 1.9202232360839844, 2.4871826171875, 64.08476829528809, 15.604331990282413]"
"[240, 1.1529922485351562, 58.527469635009766, 1.9268989562988281, 2.4890899658203125, 64.09645080566406, 15.6014878738283]"
"[241, 1.188516616821289, 58.28547477722168, 1.9381046295166016, 2.485513687133789, 63.89760971069336, 15.650037685723454]"
"[242, 1.323699951171875, 57.57927894592285, 1.9299983978271484, 2.460002899169922, 63.2929801940918, 15.799540437714242]"
"[243, 0.92315673828125, 57.569265365600586, 1.9114017486572266, 2.4912357330322266, 62.89505958557129, 15.899500001895369]"
"[244, 1.4712810516357422, 58.289527893066406, 1.9352436065673828, 6.211519241333008, 67.90757179260254, 14.72589835864127]"
"[245, 1.2066364288330078, 56.69450759887695, 1.9290447235107422, 2.5207996368408203, 62.35098838806152, 16.038238139485085]"
"[246, 1.2471675872802734, 56.21981620788574, 1.9195079803466797, 2.6397705078125, 62.026262283325195, 16.12220313118617]"
"[247, 1.3077259063720703, 55.107831954956055, 1.9593238830566406, 2.5136470794677734, 60.88852882385254, 16.423454783953638]"
"[248, 1.2218952178955078, 56.24866485595703, 1.9140243530273438, 2.4695396423339844, 61.85412406921387, 16.16707074989882]"
"[249, 0.9372234344482422, 56.72097206115723, 1.9147396087646484, 2.510547637939453, 62.08348274230957, 16.107343786602765]"
"[250, 1.5566349029541016, 59.484004974365234, 1.9373893737792969, 2.493619918823242, 65.47164916992188, 15.273786634038338]"
"[251, 1.2903213500976562, 58.18033218383789, 1.9307136535644531, 2.5129318237304688, 63.91429901123047, 15.645951148181858]"
"[252, 1.2819766998291016, 57.07049369812012, 1.9412040710449219, 2.5238990783691406, 62.81757354736328, 15.9191121772002]"
"[253, 1.2667179107666016, 59.47422981262207, 1.9307136535644531, 2.471446990966797, 65.14310836791992, 15.350817992167771]"
"[254, 1.211404800415039, 57.74378776550293, 1.970529556274414, 2.500772476196289, 63.42649459838867, 15.766281998270872]"
"[255, 1.3165473937988281, 59.0672492980957, 1.932382583618164, 2.504587173461914, 64.82076644897461, 15.427154826797313]"
"[256, 1.40380859375, 60.277462005615234, 1.9352436065673828, 2.481698989868164, 66.09821319580078, 15.12900200551155]"
"[257, 1.4069080352783203, 60.56499481201172, 1.9273757934570312, 2.5174617767333984, 66.41674041748047, 15.056445012420488]"
"[258, 1.317739486694336, 62.39438056945801, 1.9562244415283203, 2.4809837341308594, 68.14932823181152, 14.673658947869255]"
"[259, 1.0292530059814453, 57.445526123046875, 1.9712448120117188, 2.496004104614258, 62.9420280456543, 15.887635512390245]"
"[260, 1.2781620025634766, 57.85512924194336, 1.9478797912597656, 2.4988651275634766, 63.58003616333008, 15.728207474294457]"
"[261, 1.493692398071289, 57.84130096435547, 1.9495487213134766, 2.5005340576171875, 63.78507614135742, 15.67764844842151]"
"[262, 1.1336803436279297, 58.94041061401367, 1.9299983978271484, 2.4907588958740234, 64.49484825134277, 15.505114394608722]"
"[263, 1.2772083282470703, 58.73537063598633, 1.9326210021972656, 2.469778060913086, 64.41497802734375, 15.524339689683762]"
"[264, 1.2772083282470703, 58.22563171386719, 1.9640922546386719, 2.62451171875, 64.09144401550293, 15.602706653919553]"
"[265, 1.1782646179199219, 55.890560150146484, 1.9075870513916016, 2.5081634521484375, 61.484575271606445, 16.264241813211314]"
"[266, 1.2707710266113281, 53.41744422912598, 1.9500255584716797, 2.5146007537841797, 59.152841567993164, 16.905358618326918]"
"[267, 0.8668899536132812, 54.379940032958984, 1.9257068634033203, 2.496004104614258, 59.668540954589844, 16.759250083910047]"
"[268, 1.2323856353759766, 57.98196792602539, 1.9292831420898438, 2.6361942291259766, 63.77983093261719, 15.678937767277729]"
"[269, 1.0373592376708984, 56.517601013183594, 1.9233226776123047, 2.5327205657958984, 62.011003494262695, 16.126170254485896]"
"[270, 1.1777877807617188, 54.901838302612305, 1.955270767211914, 2.4971961975097656, 60.5320930480957, 16.520162275000985]"
"[271, 1.2447834014892578, 54.411888122558594, 1.9216537475585938, 4.696846008300781, 62.27517127990723, 16.057763944242172]"
"[272, 1.2700557708740234, 55.17101287841797, 1.9271373748779297, 2.4976730346679688, 60.86587905883789, 16.429566375494534]"
"[273, 1.233816146850586, 54.16059494018555, 1.9431114196777344, 2.470731735229492, 59.80825424194336, 16.720100137928835]"
"[274, 0.8866786956787109, 55.79066276550293, 1.9164085388183594, 2.7005672454833984, 61.2943172454834, 16.314726143290013]"
"[275, 1.2469291687011719, 58.919668197631836, 1.9648075103759766, 2.488374710083008, 64.61977958679199, 15.475137897319534]"
"[276, 1.1951923370361328, 59.96084213256836, 1.9240379333496094, 2.4900436401367188, 65.57011604309082, 15.250849935095866]"
"[277, 1.3000965118408203, 69.81348991394043, 1.9259452819824219, 2.6009082794189453, 75.64043998718262, 13.220441342877585]"
"[278, 2.999544143676758, 99.34568405151367, 2.1533966064453125, 2.5157928466796875, 107.01441764831543, 9.344535268942256]"
"[279, 1.1546611785888672, 59.11660194396973, 1.932382583618164, 2.511739730834961, 64.71538543701172, 15.452276042971455]"
"[280, 1.1391639709472656, 59.18455123901367, 1.9435882568359375, 2.491474151611328, 64.7587776184082, 15.441922111200288]"
"[281, 1.3620853424072266, 62.04843521118164, 1.9347667694091797, 2.4695396423339844, 67.81482696533203, 14.746037772996386]"
"[282, 1.2307167053222656, 61.0048770904541, 1.9378662109375, 2.497434616088867, 66.67089462280273, 14.999048770195753]"
"[283, 1.161813735961914, 60.23073196411133, 1.9235610961914062, 2.4907588958740234, 65.80686569213867, 15.195982812466035]"
"[284, 1.3508796691894531, 60.49013137817383, 1.932382583618164, 2.485513687133789, 66.25890731811523, 15.092310460220935]"
"[285, 1.36566162109375, 60.34684181213379, 1.9257068634033203, 2.4566650390625, 66.09487533569336, 15.129766035884598]"
"[286, 1.299142837524414, 56.23602867126465, 1.912832260131836, 2.4814605712890625, 61.92946434020996, 16.147402704898152]"
"[287, 1.50299072265625, 57.155609130859375, 1.9359588623046875, 2.515077590942383, 63.109636306762695, 15.845440704795221]"
"[288, 1.2383460998535156, 54.14080619812012, 1.9314289093017578, 2.505779266357422, 59.81636047363281, 16.71783425273429]"
"[289, 1.0256767272949219, 56.61630630493164, 1.9409656524658203, 2.480030059814453, 62.062978744506836, 16.11266523504577]"
"[290, 1.3432502746582031, 56.458234786987305, 1.9419193267822266, 2.5148391723632812, 62.258243560791016, 16.06212997357638]"
"[291, 1.2845993041992188, 52.10471153259277, 1.9044876098632812, 2.480745315551758, 57.77454376220703, 17.308661131377825]"
"[292, 1.3208389282226562, 51.69939994812012, 1.9373893737792969, 2.464771270751953, 57.42239952087402, 17.4148069106113]"
"[293, 1.45721435546875, 50.95076560974121, 1.9335746765136719, 2.996206283569336, 57.33776092529297, 17.440513613758462]"
"[294, 0.91552734375, 50.4605770111084, 1.8508434295654297, 2.594470977783203, 55.82141876220703, 17.914270582406505]"
"[295, 1.2562274932861328, 53.03549766540527, 1.9276142120361328, 2.4924278259277344, 58.71176719665527, 17.03236076424844]"
"[296, 0.9984970092773438, 51.549673080444336, 1.9407272338867188, 2.650022506713867, 57.138919830322266, 17.501205885052865]"
"[297, 0.9360313415527344, 52.8874397277832, 1.8448829650878906, 2.478361129760742, 58.14671516418457, 17.19787604813744]"
"[298, 1.1937618255615234, 55.39512634277344, 1.924276351928711, 2.475261688232422, 60.988426208496094, 16.396553611358698]"
"[299, 1.1181831359863281, 55.30571937561035, 1.9216537475585938, 2.5069713592529297, 60.8525276184082, 16.433171129238268]"
"[300, 1.2786388397216797, 55.017948150634766, 1.9500255584716797, 2.5131702423095703, 60.759782791137695, 16.458255017755892]"
"[301, 1.4941692352294922, 52.75678634643555, 1.8820762634277344, 2.617359161376953, 58.75039100646973, 17.021163312596126]"
"[302, 0.934600830078125, 53.34734916687012, 1.9960403442382812, 2.516508102416992, 58.794498443603516, 17.008394092505334]"
"[303, 1.161813735961914, 51.62501335144043, 1.9488334655761719, 2.52532958984375, 57.260990142822266, 17.463896406711914]"
"[304, 1.1742115020751953, 50.33612251281738, 1.9249916076660156, 2.593517303466797, 56.02884292602539, 17.847950230210806]"
"[305, 0.8993148803710938, 50.55379867553711, 1.850128173828125, 2.542734146118164, 55.84597587585449, 17.906393152176232]"
"[306, 1.2044906616210938, 52.17170715332031, 1.9404888153076172, 2.5436878204345703, 57.860374450683594, 17.282985281271117]"
"[307, 1.2497901916503906, 50.06718635559082, 1.9309520721435547, 2.621889114379883, 55.86981773376465, 17.898751786971644]"
"[308, 0.8304119110107422, 49.59678649902344, 1.8494129180908203, 2.5000572204589844, 54.776668548583984, 18.25594776931447]"
"[309, 1.1453628540039062, 50.76885223388672, 1.9388198852539062, 2.5501251220703125, 56.403160095214844, 17.729503068833168]"
"[310, 1.2273788452148438, 50.833940505981445, 1.9462108612060547, 2.6035308837890625, 56.611061096191406, 17.664392446218898]"
"[311, 0.8378028869628906, 51.380157470703125, 1.8460750579833984, 2.5093555450439453, 56.57339096069336, 17.676154513962054]"
"[312, 1.161336898803711, 52.92391777038574, 1.9457340240478516, 3.8149356842041016, 59.845924377441406, 16.709575637818112]"
"[313, 1.2464523315429688, 52.52194404602051, 1.9321441650390625, 2.5103092193603516, 58.21084976196289, 17.17892805360551]"
"[314, 1.2066364288330078, 53.62081527709961, 1.9316673278808594, 2.4955272674560547, 59.25464630126953, 16.876313714129367]"
"[315, 1.1513233184814453, 53.44104766845703, 1.9288063049316406, 2.5882720947265625, 59.10944938659668, 16.91776882338468]"
"[316, 0.8931159973144531, 53.79462242126465, 1.8470287322998047, 2.5196075439453125, 59.05437469482422, 16.9335465013]"
"[317, 1.5091896057128906, 53.69138717651367, 1.9257068634033203, 2.501249313354492, 59.627532958984375, 16.77077602200755]"
"[318, 1.2619495391845703, 51.854848861694336, 1.9266605377197266, 2.6149749755859375, 57.65843391418457, 17.343516500783586]"
"[319, 0.8645057678222656, 62.8817081451416, 1.8396377563476562, 2.5327205657958984, 68.11857223510742, 14.680284204263064]"
"[320, 1.535177230834961, 59.227705001831055, 1.9657611846923828, 2.5072097778320312, 65.23585319519043, 15.3289939660623]"
"[321, 1.3930797576904297, 51.13935470581055, 1.9233226776123047, 2.504110336303711, 56.95986747741699, 17.556220621413352]"
"[322, 1.3768672943115234, 50.380706787109375, 1.9199848175048828, 2.588510513305664, 56.266069412231445, 17.77270050043009]"
"[323, 0.8916854858398438, 49.90267753601074, 1.8482208251953125, 2.5091171264648438, 55.15170097351074, 18.13180704037212]"
"[324, 1.544952392578125, 54.3825626373291, 1.9304752349853516, 2.5086402893066406, 60.36663055419922, 16.565443371933206]"
"[325, 1.2364387512207031, 54.024457931518555, 1.9207000732421875, 2.500295639038086, 59.68189239501953, 16.75550087087135]"
"[326, 0.9973049163818359, 51.73492431640625, 1.9342899322509766, 2.521514892578125, 57.18803405761719, 17.48617549944969]"
"[327, 1.0066032409667969, 52.358150482177734, 1.9075870513916016, 2.512693405151367, 57.7850341796875, 17.305518880380248]"
"[328, 1.2547969818115234, 51.56970024108887, 1.9404888153076172, 2.797365188598633, 57.56235122680664, 17.372466181233793]"
"[329, 0.8869171142578125, 52.64925956726074, 1.9249916076660156, 2.503633499145508, 57.96480178833008, 17.25184886600143]"
"[330, 1.096487045288086, 53.04598808288574, 1.9311904907226562, 2.5069713592529297, 58.580636978149414, 17.070486966077205]"
"[331, 1.1641979217529297, 52.01411247253418, 1.943826675415039, 4.975318908691406, 60.097455978393555, 16.639639460936973]"
"[332, 1.0192394256591797, 51.46527290344238, 1.9316673278808594, 2.512693405151367, 56.92887306213379, 17.565778948558698]"
"[333, 1.2211799621582031, 50.82893371582031, 1.9650459289550781, 2.599954605102539, 56.61511421203613, 17.66312783994003]"
"[334, 0.8170604705810547, 50.8885383605957, 1.8496513366699219, 2.488851547241211, 56.04410171508789, 17.84309087660487]"
"[335, 1.1746883392333984, 51.596879959106445, 1.9230842590332031, 2.557992935180664, 57.25264549255371, 17.466441793158015]"
"[336, 1.2295246124267578, 51.57876014709473, 1.9259452819824219, 2.5796890258789062, 57.31391906738281, 17.44776864454724]"
"[337, 0.850677490234375, 50.45437812805176, 1.8494129180908203, 2.499818801879883, 55.654287338256836, 17.96806765168294]"
"[338, 1.2040138244628906, 51.48148536682129, 1.9221305847167969, 2.523660659790039, 57.131290435791016, 17.50354302120805]"
"[339, 1.2040138244628906, 48.70963096618652, 1.9316673278808594, 2.5217533111572266, 54.3670654296875, 18.393488633174293]"
"[340, 1.2080669403076172, 49.41582679748535, 1.9299983978271484, 2.504587173461914, 55.05847930908203, 18.162506711932515]"
"[341, 1.283884048461914, 48.57301712036133, 1.9359588623046875, 2.5823116302490234, 54.37517166137695, 18.390746538282777]"
"[342, 0.8137226104736328, 49.361228942871094, 1.847982406616211, 2.5320053100585938, 54.55493927001953, 18.33014596626169]"
"[343, 1.1000633239746094, 50.41956901550293, 1.9185543060302734, 2.5115013122558594, 55.94968795776367, 17.873200664763285]"
"[344, 1.1758804321289062, 47.86992073059082, 1.920461654663086, 2.607583999633789, 53.5738468170166, 18.66582408046105]"
"[345, 0.8075237274169922, 48.3098030090332, 1.844644546508789, 2.6657581329345703, 53.627729415893555, 18.647069545771814]"
"[346, 1.0941028594970703, 48.08688163757324, 1.8491744995117188, 2.523183822631836, 53.55334281921387, 18.672970674787084]"
"[347, 1.1281967163085938, 52.46996879577637, 1.9223690032958984, 2.500295639038086, 58.020830154418945, 17.235189454176375]"
"[348, 1.230478286743164, 50.818443298339844, 1.9576549530029297, 2.5734901428222656, 56.5800666809082, 17.67406895505533]"
"[349, 0.7977485656738281, 50.51469802856445, 1.851797103881836, 2.5148391723632812, 55.6790828704834, 17.960065943006402]"
"[350, 1.1854171752929688, 52.75392532348633, 1.9316673278808594, 2.5238990783691406, 58.3949089050293, 17.12478054596082]"
"[351, 1.2254714965820312, 53.15732955932617, 1.9221305847167969, 2.496004104614258, 58.80093574523926, 17.006532078547128]"
"[352, 0.8585453033447266, 52.46996879577637, 2.1903514862060547, 2.498149871826172, 58.01701545715332, 17.23632269120288]"
"[353, 1.1239051818847656, 52.79946327209473, 1.941680908203125, 2.583742141723633, 58.44879150390625, 17.108993603968152]"
"[354, 1.0941028594970703, 52.904367446899414, 1.9352436065673828, 2.509593963623047, 58.443307876586914, 17.110598909145796]"
"[355, 0.81634521484375, 52.65641212463379, 1.9152164459228516, 2.50244140625, 57.89041519165039, 17.274016720892877]"
"[356, 1.207113265991211, 53.22742462158203, 1.9173622131347656, 2.965688705444336, 59.317588806152344, 16.858406083699094]"
"[357, 1.3387203216552734, 53.56335639953613, 1.9555091857910156, 2.493143081665039, 59.35072898864746, 16.848992708940084]"
"[358, 0.8058547973632812, 53.278207778930664, 1.9207000732421875, 2.510547637939453, 58.515310287475586, 17.089544515566494]"
"[359, 1.1644363403320312, 53.95150184631348, 1.9407272338867188, 3.1244754791259766, 60.1811408996582, 16.61650120038983]"
"[360, 1.1882781982421875, 62.17217445373535, 1.953125, 2.5391578674316406, 67.85273551940918, 14.737799328870851]"
"[361, 1.1403560638427734, 57.817697525024414, 1.9245147705078125, 2.4957656860351562, 63.378334045410156, 15.778262635990188]"
"[362, 2.4378299713134766, 56.351423263549805, 1.9595623016357422, 2.6082992553710938, 63.35711479187012, 15.783547014175562]"
"[363, 1.3751983642578125, 55.48357963562012, 1.9218921661376953, 2.4814605712890625, 61.26213073730469, 16.323297736542234]"
"[364, 1.3554096221923828, 54.46982383728027, 1.922607421875, 2.489328384399414, 60.23716926574707, 16.601045702999766]"
"[365, 1.325845718383789, 56.763648986816406, 1.9335746765136719, 2.4836063385009766, 62.506675720214844, 15.998291198144729]"
"[366, 1.9445419311523438, 57.32989311218262, 1.9519329071044922, 2.4938583374023438, 63.7202262878418, 15.693604029005245]"
"[367, 1.2574195861816406, 55.66859245300293, 1.9261837005615234, 2.496957778930664, 61.34915351867676, 16.30014340288438]"
"[368, 1.4238357543945312, 55.59277534484863, 1.9443035125732422, 2.4979114532470703, 61.45882606506348, 16.271055990255142]"
"[369, 1.2633800506591797, 55.443525314331055, 1.9295215606689453, 3.6149024963378906, 62.25132942199707, 16.06391396432798]"
"[370, 1.3260841369628906, 55.60636520385742, 1.934051513671875, 2.516508102416992, 61.38300895690918, 16.29115315448285]"
"[371, 1.270294189453125, 56.745290756225586, 1.9450187683105469, 2.499103546142578, 62.459707260131836, 16.010321595572098]"
"[372, 1.1630058288574219, 56.69808387756348, 1.9152164459228516, 2.472400665283203, 62.24870681762695, 16.06459075414608]"
"[373, 0.9591579437255859, 59.763431549072266, 1.9125938415527344, 2.477407455444336, 65.11259078979492, 15.358012757138358]"
"[374, 1.2292861938476562, 58.0751895904541, 1.936197280883789, 2.4728775024414062, 63.71355056762695, 15.69524835911598]"
"[375, 1.2927055358886719, 57.478904724121094, 1.934051513671875, 2.519369125366211, 63.22503089904785, 15.816520542262948]"
"[376, 1.1839866638183594, 56.44369125366211, 1.9347667694091797, 2.530813217163086, 62.093257904052734, 16.104808054124206]"
"[377, 1.3530254364013672, 57.82675743103027, 1.920938491821289, 2.494335174560547, 63.59505653381348, 15.724492665059591]"
"[378, 1.2366771697998047, 61.7830753326416, 1.920461654663086, 2.518177032470703, 67.4583911895752, 14.823952696851993]"
"[379, 0.9682178497314453, 58.69746208190918, 1.9385814666748047, 2.479076385498047, 64.08333778381348, 15.60468032070242]"
"[380, 1.2602806091308594, 107.78355598449707, 1.9180774688720703, 2.9544830322265625, 113.91639709472656, 8.77836751778987]"
"[381, 1.8565654754638672, 60.31942367553711, 2.188444137573242, 2.519369125366211, 66.88380241394043, 14.951303064545451]"
"[382, 1.3873577117919922, 61.0198974609375, 1.9326210021972656, 2.4967193603515625, 66.83659553527832, 14.961863212679207]"
"[383, 1.2912750244140625, 61.47003173828125, 1.9445419311523438, 2.4955272674560547, 67.20137596130371, 14.880647690544697]"
"[384, 1.1930465698242188, 61.16938591003418, 1.9464492797851562, 2.493143081665039, 66.8020248413086, 14.969606121604066]"
"[385, 1.2238025665283203, 60.53352355957031, 1.922607421875, 2.4912357330322266, 66.17116928100586, 15.1123217386918]"
"[386, 1.2125968933105469, 57.03902244567871, 1.917123794555664, 2.480030059814453, 62.648773193359375, 15.962004505875905]"
"[387, 1.329660415649414, 56.49900436401367, 1.9249916076660156, 2.4907588958740234, 62.244415283203125, 16.06569835141264]"
"[388, 1.329660415649414, 52.46686935424805, 1.9390583038330078, 2.4862289428710938, 58.22181701660156, 17.175692055692057]"
"[389, 0.8137226104736328, 51.69177055358887, 1.9292831420898438, 2.4924278259277344, 56.92720413208008, 17.566293923022155]"
"[390, 1.1935234069824219, 53.293704986572266, 1.9271373748779297, 4.828691482543945, 61.24305725097656, 16.328381450683608]"
"[391, 1.2350082397460938, 51.60951614379883, 1.9795894622802734, 2.516031265258789, 57.340145111083984, 17.439788442507755]"
"[392, 1.1782646179199219, 52.30879783630371, 1.9502639770507812, 2.504110336303711, 57.941436767578125, 17.258805714661925]"
"[393, 1.302957534790039, 52.31308937072754, 1.935720443725586, 2.513408660888672, 58.065176010131836, 17.22202650045372]"
"[394, 0.9989738464355469, 52.307844161987305, 1.8780231475830078, 2.5262832641601562, 57.711124420166016, 17.32768179527221]"
"[395, 1.3508796691894531, 52.54030227661133, 1.9366741180419922, 2.483844757080078, 58.31170082092285, 17.149216811065635]"
"[396, 1.3391971588134766, 54.51393127441406, 1.9373893737792969, 2.5980472564697266, 60.38856506347656, 16.559426423675816]"
"[397, 0.9891986846923828, 53.38883399963379, 1.9404888153076172, 2.5103092193603516, 58.82883071899414, 16.998468060272508]"
"[398, 1.3127326965332031, 53.267717361450195, 1.943826675415039, 2.4843215942382812, 59.00859832763672, 16.946682828282828]"
"[399, 1.2409687042236328, 52.33120918273926, 1.920938491821289, 2.500295639038086, 57.993412017822266, 17.243337910393763]"
"[400, 0.8146762847900391, 56.656837463378906, 1.8444061279296875, 2.6252269744873047, 61.94114685058594, 16.144357197844496]"
"[401, 1.3608932495117188, 55.98783493041992, 1.9426345825195312, 2.490520477294922, 61.781883239746094, 16.185974715588966]"
"[402, 1.592874526977539, 54.92758750915527, 1.9376277923583984, 3.124237060546875, 61.582326889038086, 16.238425056621306]"
"[403, 1.2402534484863281, 54.11839485168457, 1.9447803497314453, 2.570629119873047, 59.87405776977539, 16.70172420658623]"
"[404, 1.051187515258789, 59.08012390136719, 1.9414424896240234, 2.485036849975586, 64.55779075622559, 15.489997230172653]"
"[405, 0.8649826049804688, 54.63266372680664, 1.9030570983886719, 2.5169849395751953, 59.91768836975098, 16.68956241817972]"
"[406, 1.1203289031982422, 54.68297004699707, 1.9140243530273438, 3.258943557739258, 60.976266860961914, 16.39982326698025]"
"[407, 2.7146339416503906, 57.941436767578125, 1.9986629486083984, 2.483367919921875, 65.13810157775879, 15.35199792100553]"
"[408, 1.1668205261230469, 54.25286293029785, 1.9288063049316406, 2.6924610137939453, 60.040950775146484, 16.655299209784378]"
"[409, 1.3022422790527344, 56.67400360107422, 1.9237995147705078, 2.514362335205078, 62.41440773010254, 16.021941669690776]"
"[410, 2.2749900817871094, 55.49812316894531, 1.951456069946289, 2.4995803833007812, 62.22414970397949, 16.070930736013672]"
"[411, 1.2159347534179688, 54.7184944152832, 1.949310302734375, 2.4993419647216797, 60.38308143615723, 16.560930250922947]"
"[412, 1.2390613555908203, 54.004669189453125, 1.9490718841552734, 2.5441646575927734, 59.73696708679199, 16.74005308215761]"
"[413, 1.1730194091796875, 56.220054626464844, 1.9259452819824219, 2.464771270751953, 61.783790588378906, 16.185475032800802]"
"[414, 1.341104507446289, 54.92663383483887, 1.9619464874267578, 3.2198429107666016, 61.449527740478516, 16.273518068736468]"
"[415, 1.2118816375732422, 55.12809753417969, 1.9333362579345703, 2.5899410247802734, 60.86325645446777, 16.430274327304634]"
"[416, 1.2412071228027344, 55.249929428100586, 1.9571781158447266, 2.5093555450439453, 60.95767021179199, 16.404826439816173]"
"[417, 1.5873908996582031, 54.54206466674805, 1.9466876983642578, 2.542257308959961, 60.61840057373047, 16.496641127700077]"
"[418, 1.2612342834472656, 53.965091705322266, 2.1882057189941406, 2.516031265258789, 59.93056297302246, 16.6859770773411]"
"[419, 1.1448860168457031, 53.43365669250488, 1.94549560546875, 2.5196075439453125, 59.04364585876465, 16.93662350038563]"
"[420, 1.070261001586914, 53.5886287689209, 1.9140243530273438, 2.5167465209960938, 59.08966064453125, 16.9234344738541]"
"[421, 1.2803077697753906, 55.39727210998535, 1.9567012786865234, 2.5489330291748047, 61.18321418762207, 16.34435217694577]"
"[422, 1.6548633575439453, 54.98671531677246, 1.9299983978271484, 2.4814605712890625, 61.05303764343262, 16.379201405838135]"
"[423, 1.3113021850585938, 53.89595031738281, 1.9383430480957031, 2.4716854095458984, 59.61728096008301, 16.773659984083373]"
"[424, 1.2774467468261719, 55.0386905670166, 1.94549560546875, 2.537965774536133, 60.799598693847656, 16.447476981475383]"
"[425, 1.2514591217041016, 55.30142784118652, 1.9459724426269531, 2.5370121002197266, 61.035871505737305, 16.383808002249975]"
"[426, 0.9186267852783203, 54.517269134521484, 1.9266605377197266, 2.481698989868164, 59.844255447387695, 16.7100416326368]"
"[427, 1.2536048889160156, 55.09638786315918, 1.9304752349853516, 2.5148391723632812, 60.79530715942383, 16.448638007168796]"
"[428, 1.2617111206054688, 56.14614486694336, 1.9640922546386719, 2.5081634521484375, 61.88011169433594, 16.16028110840551]"
"[429, 1.329183578491211, 57.0220947265625, 1.9257068634033203, 2.491474151611328, 62.76845932006836, 15.931568351882099]"
"[430, 1.341104507446289, 54.413557052612305, 1.9557476043701172, 2.5260448455810547, 60.236454010009766, 16.601242826043933]"
"[431, 1.3785362243652344, 56.82992935180664, 1.964569091796875, 2.515077590942383, 62.68811225891113, 15.951987768747172]"
"[432, 1.4257431030273438, 56.65159225463867, 1.943349838256836, 2.496004104614258, 62.51668930053711, 15.99572867962809]"
"[433, 1.295328140258789, 56.49065971374512, 1.9104480743408203, 2.511739730834961, 62.20817565917969, 16.07505748888548]"
"[434, 1.2242794036865234, 54.43549156188965, 1.9271373748779297, 2.4957656860351562, 60.08267402648926, 16.643733259260728]"
"[435, 1.0464191436767578, 53.5733699798584, 1.9309520721435547, 2.4671554565429688, 59.01789665222168, 16.944012862619626]"
"[436, 1.3508796691894531, 56.9307804107666, 1.9588470458984375, 2.6466846466064453, 62.88719177246094, 15.901489187467774]"
"[437, 1.1355876922607422, 55.13596534729004, 1.9421577453613281, 2.5131702423095703, 60.72688102722168, 16.467172084002403]"
"[438, 1.2404918670654297, 55.252790451049805, 1.9459724426269531, 2.5119781494140625, 60.95123291015625, 16.406559018650643]"
"[439, 1.4255046844482422, 54.593801498413086, 1.9443035125732422, 2.537250518798828, 60.5008602142334, 16.528690608017843]"
"[440, 1.3473033905029297, 56.10203742980957, 1.9352436065673828, 2.5625228881835938, 61.94710731506348, 16.142803810256904]"
"[441, 1.2218952178955078, 55.62138557434082, 1.9290447235107422, 2.508401870727539, 61.28072738647461, 16.31834416216006]"
"[442, 1.1420249938964844, 54.76832389831543, 1.9176006317138672, 2.527475357055664, 60.355424880981445, 16.568518935488587]"
"[443, 1.7673969268798828, 56.29682540893555, 1.9562244415283203, 2.5146007537841797, 62.53504753112793, 15.991032860448891]"
