frame_idx,t_capture_ms,t_vo_ms,t_gt_ms,t_control_show_ms,t_total_ms,fps
"[204, 1.1324882507324219, 55.82380294799805, 1.9500255584716797, 2.4895668029785156, 61.395883560180664, 16.287736929786067]"
"[205, 1.1854171752929688, 54.30746078491211, 1.9249916076660156, 2.5157928466796875, 59.93366241455078, 16.6851141697828]"
"[206, 1.001119613647461, 56.23817443847656, 1.9757747650146484, 2.54058837890625, 61.75565719604492, 16.192848483912563]"
"[207, 1.1661052703857422, 56.0755729675293, 1.9352436065673828, 2.490520477294922, 61.667442321777344, 16.21601224811716]"
"[208, 1.1031627655029297, 55.22942543029785, 1.94549560546875, 2.5250911712646484, 60.80317497253418, 16.4465095852596]"
"[209, 1.2431144714355469, 60.63723564147949, 2.091646194458008, 2.4995803833007812, 66.47157669067383, 15.044024074432752]"
"[210, 1.2378692626953125, 57.12103843688965, 1.9490718841552734, 2.4862289428710938, 62.79420852661133, 15.925035500307542]"
"[211, 1.1913776397705078, 56.94270133972168, 1.9235610961914062, 2.4657249450683594, 62.52336502075195, 15.994020789957368]"
"[212, 1.262664794921875, 60.977935791015625, 1.96075439453125, 2.4690628051757812, 66.67041778564453, 14.999156045716575]"
"[213, 1.1904239654541016, 59.87405776977539, 1.9271373748779297, 2.488374710083008, 65.47999382019043, 15.27184017069432]"
"[214, 1.1277198791503906, 58.80141258239746, 1.9371509552001953, 2.4881362915039062, 64.35441970825195, 15.538948288764903]"
"[215, 1.1806488037109375, 60.507774353027344, 1.9443035125732422, 2.504587173461914, 66.13731384277344, 15.120057678442683]"
"[216, 1.3058185577392578, 58.61401557922363, 1.9383430480957031, 2.4650096893310547, 64.32318687438965, 15.54649339674044]"
"[217, 1.233816146850586, 56.34760856628418, 1.9502639770507812, 3.1023025512695312, 62.63399124145508, 15.965771623031069]"
"[218, 1.455545425415039, 62.256574630737305, 1.94549560546875, 2.5310516357421875, 68.18866729736328, 14.66519349379729]"
"[219, 1.2331008911132812, 59.365272521972656, 2.016305923461914, 2.4890899658203125, 65.10376930236816, 15.360093750572208]"
