frame_idx,x_gt,y_gt,z_gt,yaw,pitch,roll
"[105, -1.8045863288688138, 22.43317837570723, 0, -8.702514895677552, -1.7502230040040354, 2.2675381360727505]"
"[106, -1.8839966895235116, 22.89608565805363, 0, -9.734170774221411, -1.5225985322782463, 2.3440910887476765]"
"[107, -1.9658060842563723, 23.35857498805172, 0, -10.031241711854932, -1.5054180600708678, 3.850973569092133]"
"[108, -1.9658060842563723, 23.35857498805172, 0, -9.879049352884294, -1.4459944816771195, 2.8255932525306973]"
"[109, -2.0598948731338678, 23.818723287229503, 0, -11.556251967906945, -1.6558806341748071, 3.5779072801767478]"
"[110, -2.158272989746793, 24.277973658596075, 0, -12.090859208583822, -1.6842386574268104, 3.933458977908589]"
"[111, -2.158272989746793, 24.277973658596075, 0, -11.996745138645167, -1.920000729157923, 3.599614101070819]"
"[112, -2.158272989746793, 24.277973658596075, 0, -11.924132258892058, -1.914784586967505, 3.1555267224788497]"
"[113, -2.255858999046424, 24.737392996693213, 0, -11.992054612636565, -1.6607615393724222, 2.5926944742829914]"
"[114, -2.3556544518695044, 25.196337465038216, 0, -12.267743928432452, -1.4618710047731422, 3.005014432442533]"
"[115, -2.4682955274610814, 25.65229924580302, 0, -13.87654617071152, -1.6896134614681144, 2.5812501630580895]"
"[116, -2.4682955274610814, 25.65229924580302, 0, -14.388994415283207, -1.3715730369315446, 2.6138043005477694]"
"[117, -2.585243395385803, 26.107175441725058, 0, -14.418375104665756, -1.373339275213882, 2.8951318657671457]"
"[118, -2.7071036431282742, 26.560760315203865, 0, -15.03800735354423, -1.558776314200717, 2.7325054738409866]"
"[119, -2.7071036431282742, 26.560760315203865, 0, -15.88105949497222, -1.6298907874892965, 2.6978936975373022]"
"[120, -2.8387773152353875, 27.01159421089325, 0, -16.281337884426108, -1.501379127269963, 2.553693094405976]"
"[121, -2.9738382138635644, 27.46142496916839, 0, -16.712292664527894, -1.6969850843958443, 2.4509628209269603]"
"[122, -2.9738382138635644, 27.46142496916839, 0, -17.64853067874907, -1.6860741909936228, 2.467579111221925]"
"[123, -3.1229360519636464, 27.90680008309206, 0, -18.508955332756045, -1.8444416442733045, 2.5547306731614445]"
"[124, -3.1229360519636464, 27.90680008309206, 0, -19.423656601905805, -1.7111997792211808, 2.804544867065417]"
"[125, -3.1229360519636464, 27.90680008309206, 0, -20.27458205151558, -1.655753233558721, 2.8029061103417847]"
"[126, -3.29078138982892, 28.34545381895388, 0, -20.938721351623542, -1.481122251228333, 3.015957348412896]"
"[127, -3.29078138982892, 28.34545381895388, 0, -21.785573171854026, -1.309535038536593, 3.0467900272389383]"
"[128, -3.4697987898264233, 28.779667968800215, 0, -22.405328310012806, -1.3255559175957048, 3.297453305806945]"
"[129, -3.4697987898264233, 28.779667968800215, 0, -22.915083629369747, -1.4211798422752582, 3.2543482738430427]"
"[130, -3.4697987898264233, 28.779667968800215, 0, -23.320634047269806, -1.3439200846810937, 3.1357658565522795]"
"[131, -3.6585899570787332, 29.20972267764102, 0, -23.70115596318243, -1.3087965882975512, 3.0713404023266087]"
"[132, -3.6585899570787332, 29.20972267764102, 0, -24.252315666913972, -1.2628165475476663, 3.1645129983984734]"
"[133, -3.6585899570787332, 29.20972267764102, 0, -25.010868607282646, -1.2075606073755503, 2.9850342444114775]"
"[134, -3.8604473878893972, 29.633801367338062, 0, -25.4540047957897, -1.208471952463885, 2.9838410641008393]"
"[135, -3.8604473878893972, 29.633801367338062, 0, -25.622219171047192, -1.4446428467833456, 2.7544328331441146]"
"[136, -4.066967466799812, 30.055629074388555, 0, -26.08562870359421, -1.5322569813223614, 2.8191960974978363]"
"[137, -4.066967466799812, 30.055629074388555, 0, -26.555923393726346, -1.4724826787010858, 2.7344437888489472]"
"[138, -4.286951193838403, 30.470594515439796, 0, -27.929199388980862, -1.3766031959619116, 3.166822608653708]"
"[139, -4.286951193838403, 30.470594515439796, 0, -28.511770529508595, -1.372351669838774, 3.1636872306951127]"
"[140, -4.518074594236391, 30.87946017946297, 0, -29.4785882616043, -1.4695546179731933, 3.6196346678742763]"
"[141, -4.518074594236391, 30.87946017946297, 0, -30.116244444847098, -1.5765243893411296, 3.6288364462080183]"
"[142, -4.756694216388195, 31.283996745613386, 0, -30.53462104320525, -1.3478712416774783, 3.1650688200950405]"
"[143, -4.756694216388195, 31.283996745613386, 0, -31.10254338741302, -1.24494420835458, 3.19557659163068]"
"[144, -5.002068845931076, 31.684472024008112, 0, -31.496158027172072, -1.1929527220021034, 2.995666473215251]"
"[145, -5.002068845931076, 31.684472024008112, 0, -32.21901009511947, -0.6489525198091831, 2.947522567678875]"
"[146, -5.517731504436862, 32.469614464802966, 0, -33.295945639133436, -0.681667542865688, 3.0946324178320035]"
"[147, -5.785300179725012, 32.85561467391325, 0, -34.72903122186659, -0.799983016261608, 2.014100200693466]"
"[148, -6.055326024019143, 33.23989998568288, 0, -35.09457083606719, -1.1158331015179503, 1.6467324760534674]"
"[149, -6.601540599399068, 34.00410301325938, 0, -35.555311402320854, -0.8704858314292772, 1.8488346367416149]"
"[150, -6.889230008484685, 34.37534950998172, 0, -37.773116929054254, -1.237620871666513, 2.012209213507661]"
"[151, -7.182632390437105, 34.74209765202648, 0, -38.660176748275774, -1.3114348037214856, 1.9543304969489879]"
"[152, -7.490313624025395, 35.096951728973934, 0, -40.92738480186463, -1.571741691162908, 1.8186439784574784]"
"[153, -7.808450671594164, 35.442462910258804, 0, -42.63800509500504, -1.7040473068919666, 1.6384290219312212]"
"[154, -7.808450671594164, 35.442462910258804, 0, -44.0972254743576, -1.6104139785944342, 2.0138260476322127]"
"[155, -8.142399268983162, 35.77271658810443, 0, -45.31872988033297, -1.3119997626003357, 1.9489606403211903]"
"[156, -8.142399268983162, 35.77271658810443, 0, -46.78078262233734, -1.4057925480307956, 1.8515654899766791]"
"[157, -8.494817934715723, 36.08318436658059, 0, -48.62114456796647, -1.6011086534856869, 2.4858342416016486]"
"[158, -8.852097400060293, 36.38804587787996, 0, -49.526342856407155, -1.8344212470482506, 2.4759850160912604]"
"[159, -8.852097400060293, 36.38804587787996, 0, -50.06727543687822, -1.7918877955689108, 2.5603462022722048]"
"[160, -8.852097400060293, 36.38804587787996, 0, -50.87318256902694, -1.6931887495145956, 2.742247878015123]"
"[161, -9.222490411668195, 36.67683329862517, 0, -52.057228171825415, -1.7315654773662252, 2.68831025132794]"
"[162, -9.222490411668195, 36.67683329862517, 0, -53.42415274333953, -1.3778181179930475, 2.612248958868387]"
"[163, -9.604245530106477, 36.950424575852374, 0, -54.37208189916612, -1.1322594467161429, 2.6021190318543455]"
"[164, -9.604245530106477, 36.950424575852374, 0, -55.3220051753521, -0.9768256144463334, 2.7654339584445093]"
"[165, -9.604245530106477, 36.950424575852374, 0, -55.97222020792961, -0.9105627616956704, 2.827201163056449]"
"[166, -9.996565452782269, 37.20863812255413, 0, -56.64825185847283, -0.9050247475927169, 3.053085151315566]"
"[167, -9.996565452782269, 37.20863812255413, 0, -57.64202912306786, -1.017739238248464, 2.6273115653240344]"
"[168, -9.996565452782269, 37.20863812255413, 0, -59.10584283900262, -1.2055672448581585, 2.383853953855362]"
"[169, -10.404021065107909, 37.442238382427654, 0, -60.17372226119042, -1.1755509286194112, 2.516577484213772]"
"[170, -10.404021065107909, 37.442238382427654, 0, -60.764985970735566, -1.0995884002286687, 2.6738043774539495]"
"[171, -10.815669543017847, 37.66836818599868, 0, -61.21880006074906, -0.962773268462287, 2.5625840773713127]"
"[172, -10.815669543017847, 37.66836818599868, 0, -61.966789090395, -1.155914073427154, 2.5311792715530523]"
"[173, -11.234240181101512, 37.88141226210237, 0, -63.02481695985796, -1.0190896568085563, 2.5287553277339576]"
"[174, -11.234240181101512, 37.88141226210237, 0, -64.41847425675394, -0.9905136931792928, 2.530119298342698]"
"[175, -11.661634572194387, 38.07615104070332, 0, -65.50400370550157, -0.9514749919131301, 2.5543756692051316]"
"[176, -11.661634572194387, 38.07615104070332, 0, -66.5532346224785, -0.5723885989043599, 2.3137644281511247]"
"[177, -11.661634572194387, 38.07615104070332, 0, -67.54799480199816, -0.630323077311501, 2.5717236928861]"
"[178, -12.098098088184914, 38.24961215057475, 0, -68.32593577313425, -0.7339243286316798, 2.8506873832346487]"
"[179, -12.098098088184914, 38.24961215057475, 0, -68.7443297507763, -0.6051533956774159, 2.7008989731593056]"
"[180, -12.537191174732417, 38.41630473821687, 0, -69.21177235102654, -0.7524448764370224, 2.866221314267001]"
"[181, -12.976851818624723, 38.58149455521793, 0, -69.40773699593545, -1.1151769011502752, 2.9630052155947406]"
"[182, -12.976851818624723, 38.58149455521793, 0, -69.89380981183054, -1.1696219064206728, 2.7197213536554443]"
"[183, -13.417671189664857, 38.74356688334467, 0, -69.81346615672113, -1.3177013247373872, 2.300906048697812]"
"[184, -13.86060471056754, 38.89976884712679, 0, -70.57463402938845, -1.4419205456468813, 2.012857920435428]"
"[185, -14.305977429804377, 39.048873838284784, 0, -71.49012445163729, -1.5779176314023542, 2.1085807988685525]"
"[186, -14.305977429804377, 39.048873838284784, 0, -71.61913715553285, -1.6634195773348193, 2.3601009072617622]"
"[187, -14.305977429804377, 39.048873838284784, 0, -72.19102178931239, -1.6263054637109187, 2.4365289720765384]"
"[188, -14.752713398903248, 39.19384325347962, 0, -72.02133629679682, -1.621933981710417, 2.0497762633483987]"
"[189, -15.195150379378166, 39.351446158709436, 0, -70.39331340670587, -1.4254404750281613, 1.7225047512078742]"
"[190, -15.636721814461703, 39.51145811184702, 0, -70.0810359811783, -1.3086687815112765, 1.8820209378735728]"
"[191, -15.636721814461703, 39.51145811184702, 0, -71.19503241062166, -1.039294038270625, 1.5407124078467607]"
"[192, -16.079441033813062, 39.66826643511324, 0, -70.49617927551272, -1.3594160658325825, 2.259124743754967]"
"[193, -16.079441033813062, 39.66826643511324, 0, -69.93328454303743, -1.336684335727481, 2.186683942395456]"
"[194, -16.52403655170682, 39.81967311560462, 0, -71.19376153659822, -1.2202655328011562, 1.8115098309531974]"
"[195, -16.52403655170682, 39.81967311560462, 0, -71.78894625568391, -1.266751079921185, 1.4509206832610992]"
"[196, -16.969034478701985, 39.969892962491265, 0, -71.34664152145388, -1.5011815455199438, 0.8634918016485992]"
"[197, -17.41623540960142, 40.11342165241533, 0, -72.20601914405825, -0.9756363139783273, 1.8947491175785591]"
"[198, -17.86439063474388, 40.25394229718382, 0, -72.5910003437996, -0.6757149611251143, 2.1308923731701235]"
"[199, -18.313383314974356, 40.39176366899565, 0, -72.9357739994526, -0.6123185068467215, 2.3368199215562644]"
"[200, -18.763432392102533, 40.526095294477955, 0, -73.3805736551285, -0.6377260053556342, 2.3699003053491414]"
"[201, -18.763432392102533, 40.526095294477955, 0, -73.65348706746103, -0.8673458691415028, 2.7032400659495246]"
"[202, -19.214413708242535, 40.657263163719136, 0, -73.78293330121042, -1.036299494922837, 2.6511172428699448]"
"[203, -19.665340492267443, 40.78861838012714, 0, -73.75912998509409, -0.9799208988788936, 3.145588888070681]"
"[204, -20.1151396251273, 40.92378456490412, 0, -73.2742963716984, -0.8179618703496164, 3.0216807589477295]"
"[205, -20.1151396251273, 40.92378456490412, 0, -74.85986957955362, -1.0620157987917167, 3.717900527144767]"
"[206, -20.56835456995439, 41.047013503120816, 0, -74.78903247046472, -0.9911982507715102, 3.90662286210676]"
"[207, -21.02144222772253, 41.170709630007714, 0, -74.72996183204653, -1.0811828669655346, 3.836567629931373]"
"[208, -21.02144222772253, 41.170709630007714, 0, -74.39381587100031, -1.0064583143510952, 3.6152287671981855]"
"[209, -21.47426873613685, 41.2953583793233, 0, -74.60946206164363, -1.2006728782827896, 3.6242162251499304]"
"[210, -21.92755486907629, 41.4183252005128, 0, -74.8221669020653, -1.3046617558199045, 3.5357095706080837]"
"[211, -22.383099788121118, 41.53264048453501, 0, -75.9129782085419, -0.9594052893379702, 3.94935655112869]"
"[212, -22.840391930015503, 41.63975282924973, 0, -76.81716905498507, -1.0411075729633703, 3.839399463948497]"
"[213, -23.299672957472758, 41.737987727562135, 0, -77.92700801754, -1.1135337006176205, 4.288873713191439]"
"[214, -23.299672957472758, 41.737987727562135, 0, -78.87459692859652, -1.1691100092040105, 4.2253775196294345]"
"[215, -23.761141751080817, 41.825370277047504, 0, -79.27757031059267, -1.200091140519403, 4.805610694845981]"
"[216, -23.761141751080817, 41.825370277047504, 0, -79.76538743400575, -1.023168531636756, 4.805491945889206]"
"[217, -24.224414075060103, 41.90262253438326, 0, -80.53284004592896, -1.1156012829433712, 4.944026548570027]"
"[218, -24.224414075060103, 41.90262253438326, 0, -81.28702243804932, -0.9916223847625488, 4.781557093222091]"
"[219, -24.224414075060103, 41.90262253438326, 0, -81.65011634230613, -0.9726451598269946, 4.692793395832376]"
"[220, -24.689373981275164, 41.9689659066304, 0, -81.87949507665634, -0.8959941038361136, 4.237886794450023]"
"[221, -24.689373981275164, 41.9689659066304, 0, -82.26466809439658, -1.0559136411129915, 3.65367087494067]"
"[222, -25.153121508093427, 42.043312317428665, 0, -80.89203882050514, -0.882850794303198, 3.5212648051376925]"
"[223, -25.61820182498085, 42.10880625816011, 0, -81.9841546947956, -0.6053804521064045, 2.882915612834582]"
"[224, -26.083787886956998, 42.1706025066076, 0, -82.43944361853599, -0.5022194242481237, 2.782359532970296]"
"[225, -26.54962910131623, 42.23044497006754, 0, -82.6798133661747, -0.5962259905616277, 2.8766327903129896]"
"[226, -27.015257933145996, 42.29191812191035, 0, -82.47920258545875, -0.5878701198070793, 3.6180469995809994]"
"[227, -27.480552085705753, 42.35587520926068, 0, -82.17344435238837, -0.47410299096584824, 3.9006257194694003]"
"[228, -27.480552085705753, 42.35587520926068, 0, -82.15172789120673, -0.21903554151085974, 3.590193969375713]"
"[229, -27.945799599027954, 42.42017068947623, 0, -82.1317729628086, -0.7119260517025292, 3.8204532655286365]"
"[230, -27.945799599027954, 42.42017068947623, 0, -80.88386674523352, -0.6328042237967808, 4.153912580134477]"
"[231, -28.41037769967306, 42.48913695535764, 0, -81.55615093064307, -0.5197679627348728, 3.645351891489854]"
"[232, -28.41037769967306, 42.48913695535764, 0, -82.39023028492926, -0.6500627120808643, 3.512496975028903]"
"[233, -28.876155150277715, 42.54947370980191, 0, -82.6190142738819, -0.6901103474842067, 3.219759308572241]"
"[234, -29.342450684952624, 42.60566651869132, 0, -83.1284787261486, -0.5409351852246427, 1.8842522543161035]"
"[235, -30.27632851180675, 42.706804218016416, 0, -83.81903451919555, -0.6364754013344442, 3.428467477397753]"
"[236, -30.744323802306987, 42.74642196023173, 0, -85.16121141672134, -1.1638287851827063, 3.289006824416688]"
"[237, -31.212290184307964, 42.7863797222506, 0, -85.1195821504593, -1.3011674525756758, 3.7106331970043827]"
"[238, -31.68028140572095, 42.826045502326366, 0, -85.15533020663261, -1.5531663185290143, 3.5420739263002883]"
"[239, -32.148486610696494, 42.86310010342327, 0, -85.47494079875946, -1.3330136762468077, 3.3978683379109804]"
"[240, -32.61685526282002, 42.89802807411489, 0, -85.73513754987717, -1.1489833114473584, 3.79978090827703]"
"[241, -33.08578108027302, 42.92444275099481, 0, -86.77592549467087, -1.403720142044446, 4.427049884780353]"
"[242, -33.55428580218627, 42.95749548119412, 0, -85.9645030655861, -1.610373140546882, 3.881038987866044]"
"[243, -34.02225466365963, 42.99742419417069, 0, -85.12313878011705, -1.18349976341394, 2.545409494464498]"
"[244, -34.491018190098444, 43.02657747373383, 0, -86.44125190496446, -0.9791874768755429, 1.3620302286745036]"
"[245, -34.9601768435206, 43.048470745479925, 0, -87.3282327413559, -0.701021349555026, 0.15942421667041795]"
"[246, -35.429223000003375, 43.072654635104534, 0, -87.04845912528039, -0.8111164591150932, 0.4138853706974325]"
"[247, -35.898298614752235, 43.09626025046651, 0, -87.11909530806543, -0.6681033393203463, 0.45931676994179854]"
"[248, -36.36781203109546, 43.10835608869098, 0, -88.52424405407906, -0.883166340119295, 1.034241738900821]"
"[249, -37.30703146410364, 43.12330554936212, 0, -89.08810587906838, -0.9528190685166196, 1.5473900327696906]"
"[250, -37.776670315105434, 43.128644749522344, 0, -89.34864746403694, -1.113075446565201, 1.5806960679425306]"
"[251, -38.246244502207034, 43.13809145458361, 0, -88.84750196194649, -0.9913529041127945, 2.471289860026426]"
"[252, -38.71584116971748, 43.14634538042085, 0, -88.99303709721566, -0.9536260595645074, 3.4274021198230114]"
"[253, -39.18543040759753, 43.15501170004775, 0, -88.94272028136254, -0.7164766600735437, 3.2341356844989546]"
"[254, -40.12473234518857, 43.16328815776125, 0, -89.49516358304024, -0.5064511630666824, 2.378244467486723]"
"[255, -41.53312517455734, 43.20490612311728, 0, -88.30740399861335, -0.48716362160667875, 3.0244260412155386]"
