frame_idx,x_gt,y_gt,z_gt,yaw,pitch,roll
"[256, -42.94127536640624, 43.25405339215298, 0, -88.00107365489005, -0.5277934909311235, 4.049548212736575]"
"[257, -43.87993697541199, 43.289704668333485, 0, -87.82489635276794, -0.486241455490621, 4.715413609993275]"
"[258, -44.34880668762026, 43.317097192904484, 0, -86.6564399061203, -0.06178323826739307, 4.564449773859915]"
"[259, -44.81776082024848, 43.34300431392462, 0, -86.83793941402435, 0.4591182359983185, 3.3605769156860488]"
"[260, -45.286581268388936, 43.37122743979726, 0, -86.55493529701232, 0.1036834162684942, 3.2969036979019264]"
"[261, -46.22389009925997, 43.432942796765666, 0, -86.23290351986884, 0.3415057380021528, 2.230480574899362]"
"[262, -46.692261391471035, 43.46783534699028, 0, -85.73947054171562, 0.2899638651424772, 3.1495492376127645]"
"[263, -48.101058072470046, 43.492214199791974, 0, -89.00861068701744, -0.048097116933106226, 1.7634050110206863]"
"[264, -50.44840601787618, 43.56067264641176, 0, -88.32948984837532, -0.13363091470376948, 2.1020645814306658]"
"[265, -51.38593324758452, 43.61897636215936, 0, -86.44142567443848, 0.2468255451632584, 3.0659380476944107]"
"[266, -52.32388733204386, 43.66995444726069, 0, -86.88901806640625, 0.8383746031793661, 3.255093030659619]"
"[267, -53.26291818312887, 43.69398963865016, 0, -88.53379214572907, 0.6623166595731912, 2.628445397304749]"
"[268, -54.201585241330314, 43.72949715281278, 0, -87.83367154169083, 1.3449239371431985, 2.5756459002113203]"
"[269, -55.60884514431006, 43.79965399369946, 0, -87.14596735620499, 0.768286728600534, 2.1581493197184325]"
"[270, -56.07759778867325, 43.82898172513503, 0, -86.4199288468361, 0.7529907922144858, 2.4374867359056047]"
"[271, -57.01626163359448, 43.86457408319477, 0, -87.82849270272256, 0.2946013828054863, 3.2309797277425765]"
"[272, -58.42524418691899, 43.87297535005893, 0, -89.65836948919296, -0.011892029048466063, 3.6455327560162174]"
"[273, -59.364509305063834, 43.88470853167816, 0, -89.28430556058883, -0.13777683778433872, 3.9817569868808578]"
"[274, -60.30371792718084, 43.900322431115434, 0, -89.04757248163223, -0.9322290048784944, 3.0114172396635666]"
"[275, -61.242207408643615, 43.94024889975841, 0, -87.56391569709777, -0.4015429505982498, 2.6534498958720163]"
"[276, -62.18154522357404, 43.94129730631125, 0, -89.93605149841308, -0.7163068017756924, 2.592671660017677]"
"[277, -63.120485641688404, 43.913956477030005, 0, -91.66791371345519, -0.18484354648352586, 3.053518560981072]"
"[278, -64.05958504591727, 43.89276830364118, 0, -91.29250106239319, 0.38906949419112963, 2.979501464313691]"
"[279, -64.52925406949662, 43.89317538921838, 0, -89.95033890151977, 0.34793650883894234, 3.3171056076497596]"
"[280, -65.468592332886, 43.89368199278702, 0, -89.96909926414489, 0.26748319301579243, 3.7064962298749125]"
"[281, -65.93820856797264, 43.88662868351445, 0, -90.86047806572913, 0.05639326137682024, 3.447102265172587]"
"[282, -66.4078505742871, 43.88157464220323, 0, -90.61656337165832, -0.45077239825861964, 3.497398265643344]"
"[283, -67.34712298748269, 43.89270853300046, 0, -89.32086254501341, -0.5659941259110757, 3.1282762640756387]"
"[284, -68.28643149906911, 43.900201848412216, 0, -89.54293372726438, -0.7171766232346984, 2.389867642727174]"
"[285, -69.69478884718949, 43.94300368076902, 0, -88.25924170207975, -1.1650795467350956, 2.9856474519900584]"
"[286, -71.10240781689339, 44.005543691861874, 0, -87.45604189586636, -0.7077923607574396, 2.2252173421481403]"
"[287, -72.04065439092422, 44.05082057375509, 0, -87.23722589278218, -1.026904397321731, 0.789111448803886]"
"[288, -73.91664651973808, 44.15122003334869, 0, -86.93656354236599, -0.9484850569901515, 3.04141259230755]"
"[289, -75.32564052425113, 44.15740971056598, 0, -89.74830261969562, -0.7064258267242863, 1.3433663382378194]"
"[290, -76.26496484764175, 44.162552200362846, 0, -89.6863277032375, -0.6704978630171899, 3.5545332919523784]"
"[291, -78.61280902855223, 44.11400698555489, 0, -91.18450776123997, -0.8310988838255989, 3.050365620659391]"
"[292, -79.55136862653214, 44.0757641985962, 0, -92.33329761528965, -0.24323241575229937, 1.4213519882605448]"
"[293, -80.49020570283372, 44.04507912280916, 0, -91.87199647450443, -0.11527346672873019, 2.178175713876815]"
"[294, -81.42762464874295, 43.98505954629453, 0, -93.66344299221035, 0.14207109588033245, 0.9338045956649192]"
"[295, -81.89634571653019, 43.95523140453162, 0, -93.64123851537701, 0.029149906979642565, 1.634291908937132]"
"[296, -82.36447507414405, 43.91723058916303, 0, -94.64085983061787, 0.0341052209745028, 2.6048717244912227]"
"[297, -82.36447507414405, 43.91723058916303, 0, -94.00945992302891, -0.14106734403159427, 2.1928133946979633]"
"[298, -82.36447507414405, 43.91723058916303, 0, -94.00945992302891, -0.3258161242376043, 2.3848733017221564]"
"[299, -82.36447507414405, 43.91723058916303, 0, -93.93765750527379, -0.38552974537907186, 2.548303754737894]"
"[300, -82.36447507414405, 43.91723058916303, 0, -93.87843778014181, -0.4668280865117321, 2.7303183962419277]"
"[301, -82.36447507414405, 43.91723058916303, 0, -93.79977297186849, -0.518329337259544, 2.89372860162436]"
"[302, 30.586210445658153, 51.27803850810693, 0, -93.72859807753561, -0.5694691917665907, 2.994332197542371]"
"[303, 30.586210445658153, 51.27803850810693, 0, -93.70723855829237, -0.5681826027525643, 3.047155886978072]"
"[304, 30.586210445658153, 51.27803850810693, 0, -93.66427035593985, -0.5575169346652306, 3.0952220364536442]"
"[305, 30.586210445658153, 51.27803850810693, 0, -93.63296650528906, -0.5449887067982473, 3.1041816361755137]"
"[306, 30.586210445658153, 51.27803850810693, 0, -93.6042910826206, -0.5307546834520805, 3.126085864364953]"
"[307, 30.586210445658153, 51.27803850810693, 0, -93.56640703964231, -0.5452116291415283, 3.1306914905539145]"
"[308, 30.586210445658153, 51.27803850810693, 0, -93.53750235319136, -0.5435666670334879, 3.132343837315759]"
"[309, 30.586210445658153, 51.27803850810693, 0, -93.51289543151853, -0.5307564316468738, 3.1506109445513615]"
"[310, 30.586210445658153, 51.27803850810693, 0, -93.48741335725782, -0.5124015797050417, 3.1571523881399837]"
"[311, 30.586210445658153, 51.27803850810693, 0, -93.45518484926221, -0.4918093866497452, 3.1558578440970306]"
"[312, 30.586210445658153, 51.27803850810693, 0, -93.42960862517354, -0.48194065132268216, 3.1687138416803693]"
