frame_idx,t_capture_ms,t_yolo_ms,t_vo_ms,t_gt_ms,t_control_show_ms,t_total_ms,fps
"[172, 1.0716915130615234, 1291.8918132781982, 55.5264949798584, 1.8570423126220703, 58.17222595214844, 1352.9927730560303, 0.7391022479309192]"
"[173, 1.0769367218017578, 1245.129108428955, 97.82052040100098, 1.9726753234863281, 100.49271583557129, 1348.6714363098145, 0.7414704375560615]"
"[174, 1.0945796966552734, 1305.4931163787842, 109.98392105102539, 1.981973648071289, 112.62750625610352, 1421.1971759796143, 0.703632132755057]"
"[175, 1.2192726135253906, 1340.1336669921875, 93.0640697479248, 1.9075870513916016, 96.49157524108887, 1439.7521018981934, 0.6945640146533443]"
"[176, 1.140594482421875, 1300.1399040222168, 112.24484443664551, 1.8880367279052734, 115.70382118225098, 1418.872356414795, 0.7047850326204105]"
"[177, 1.1675357818603516, 1260.3564262390137, 55.95088005065918, 1.8694400787353516, 58.793067932128906, 1322.1864700317383, 0.7563229715820611]"
"[178, 1.054525375366211, 1284.2588424682617, 60.834407806396484, 1.9786357879638672, 63.46726417541504, 1350.7592678070068, 0.7403243670676614]"
"[179, 1.1813640594482422, 1271.1095809936523, 91.04800224304199, 1.997232437133789, 93.52254867553711, 1367.8107261657715, 0.7310953049792105]"
"[180, 1.0747909545898438, 1259.7267627716064, 82.74984359741211, 1.8773078918457031, 86.50016784667969, 1349.1790294647217, 0.741191478788952]"
"[181, 1.356363296508789, 1331.6020965576172, 56.71858787536621, 1.8703937530517578, 59.21220779418945, 1394.0410614013672, 0.7173389849756252]"
"[182, 1.056671142578125, 1281.9151878356934, 83.02783966064453, 1.9683837890625, 85.48331260681152, 1370.4235553741455, 0.7297014095229745]"
"[183, 0.9837150573730469, 1263.336181640625, 48.68745803833008, 1.8699169158935547, 51.34177207946777, 1317.5315856933594, 0.7589950866139908]"
"[184, 1.041412353515625, 1286.4766120910645, 102.95414924621582, 1.8744468688964844, 106.06098175048828, 1395.4534530639648, 0.7166129388295419]"
"[185, 1.2302398681640625, 1202.1598815917969, 49.602508544921875, 1.8749237060546875, 52.255868911743164, 1257.5209140777588, 0.7952154026268267]"
"[186, 1.049041748046875, 1291.3527488708496, 49.41248893737793, 1.8799304962158203, 52.069664001464844, 1346.3513851165771, 0.7427481495949978]"
