frame_idx,t_capture_ms,t_yolo_ms,t_vo_ms,t_gt_ms,t_control_show_ms,t_total_ms,fps
"[187, 1.2574195861816406, 1364.4864559173584, 49.27682876586914, 1.8780231475830078, 51.9256591796875, 1419.5475578308105, 0.704449804787157]"
"[188, 0.9655952453613281, 1248.1131553649902, 99.08246994018555, 1.978158950805664, 101.71008110046387, 1352.766990661621, 0.7392256071468101]"
"[189, 1.0268688201904297, 1285.5117321014404, 48.75302314758301, 1.8739700317382812, 51.37133598327637, 1339.7839069366455, 0.7463890220076267]"
"[190, 1.2998580932617188, 1325.8984088897705, 87.90063858032227, 1.9888877868652344, 90.55233001708984, 1419.7394847869873, 0.7043545740013256]"
"[191, 0.8687973022460938, 1372.1466064453125, 49.93891716003418, 1.873016357421875, 52.59251594543457, 1427.480936050415, 0.7005347495335535]"
"[192, 1.2340545654296875, 1247.9939460754395, 50.14967918395996, 1.873016357421875, 52.805423736572266, 1303.9064407348633, 0.7669261909899103]"
"[193, 1.2285709381103516, 1296.0479259490967, 108.84213447570801, 1.8720626831054688, 111.47475242614746, 1410.62331199646, 0.7089064752408611]"
"[194, 0.8614063262939453, 1341.3238525390625, 50.0340461730957, 1.8706321716308594, 52.92057991027832, 1396.9764709472656, 0.7158316698934215]"
"[195, 3.5142898559570312, 1264.244556427002, 75.94609260559082, 1.9795894622802734, 78.57799530029297, 1348.3164310455322, 0.741665663174159]"
"[196, 1.2707710266113281, 1361.086368560791, 107.7277660369873, 1.931905746459961, 110.41927337646484, 1474.7083187103271, 0.6781001960269183]"
"[197, 3.056049346923828, 1293.7331199645996, 50.27627944946289, 1.8627643585205078, 52.919626235961914, 1351.5715599060059, 0.7398794334423139]"
"[198, 1.0797977447509766, 1276.6122817993164, 95.3059196472168, 1.9881725311279297, 97.94306755065918, 1377.6233196258545, 0.7258878285187476]"
"[199, 1.0454654693603516, 1236.391305923462, 79.42891120910645, 1.8701553344726562, 82.51333236694336, 1321.8202590942383, 0.7565325112245126]"
"[200, 0.8370876312255859, 1276.0694026947021, 50.02617835998535, 1.8720626831054688, 52.68049240112305, 1331.4590454101562, 0.7510557710710132]"
"[201, 0.9856224060058594, 1275.2156257629395, 83.0075740814209, 1.9826889038085938, 85.65425872802734, 1363.8381958007812, 0.7332248085432505]"
"[202, 0.8766651153564453, 1305.3817749023438, 105.70573806762695, 1.9903182983398438, 108.31999778747559, 1416.5687561035156, 0.7059311421993025]"
"[203, 1.2447834014892578, 1218.1901931762695, 44.58212852478027, 1.8739700317382812, 47.07145690917969, 1268.3804035186768, 0.7884070088325636]"
"[204, 1.0745525360107422, 1227.7050018310547, 29.645919799804688, 1.880645751953125, 32.15599060058594, 1262.8161907196045, 0.7918808828624211]"
"[205, 1.0759830474853516, 1279.857873916626, 58.454036712646484, 1.9686222076416016, 61.1112117767334, 1344.0136909484863, 0.7440400397218336]"
"[206, 1.1098384857177734, 1285.3169441223145, 54.95309829711914, 2.0074844360351562, 57.5864315032959, 1346.0206985473633, 0.7429306258657153]"
"[207, 0.8978843688964844, 1323.1027126312256, 49.932003021240234, 1.8656253814697266, 52.582740783691406, 1378.4489631652832, 0.7254530466646626]"
"[208, 1.1119842529296875, 1290.7981872558594, 49.248695373535156, 1.8646717071533203, 51.735877990722656, 1345.510721206665, 0.7432122124624855]"
"[209, 1.1241436004638672, 1294.14963722229, 108.54887962341309, 1.873016357421875, 111.18197441101074, 1408.3287715911865, 0.7100614715626095]"
"[210, 2.5870800018310547, 1273.961067199707, 75.40178298950195, 1.973867416381836, 78.08184623718262, 1356.6038608551025, 0.7371348621768437]"
"[211, 1.1112689971923828, 1242.1247959136963, 103.34324836730957, 1.867532730102539, 106.4908504486084, 1351.5944480895996, 0.7398669041689554]"
"[212, 1.1608600616455078, 1274.024486541748, 50.52947998046875, 1.873016357421875, 53.22408676147461, 1330.28244972229, 0.7517200578033335]"
"[213, 1.1017322540283203, 1284.1765880584717, 51.37205123901367, 1.9690990447998047, 54.036855697631836, 1341.2842750549316, 0.7455541070583606]"
"[214, 1.0976791381835938, 1302.8182983398438, 73.0447769165039, 1.9617080688476562, 75.69241523742676, 1381.5701007843018, 0.7238141585666275]"
"[215, 1.119375228881836, 1299.5398044586182, 104.62212562561035, 2.0096302032470703, 107.26118087768555, 1409.9299907684326, 0.7092550740444816]"
"[216, 1.2443065643310547, 1351.4857292175293, 78.9954662322998, 1.9869804382324219, 81.64310455322266, 1436.3601207733154, 0.6962042356492149]"
"[217, 1.0380744934082031, 1253.6747455596924, 94.40112113952637, 1.970052719116211, 97.06568717956543, 1353.7485599517822, 0.7386896131107374]"
"[218, 1.8219947814941406, 1307.1587085723877, 50.61817169189453, 1.8930435180664062, 53.27153205871582, 1364.145278930664, 0.7330597520990485]"
"[219, 1.2323856353759766, 1302.3414611816406, 36.36431694030762, 1.865386962890625, 38.81430625915527, 1344.2535400390625, 0.7439072840164819]"
"[220, 0.9882450103759766, 1285.8102321624756, 37.9481315612793, 1.870870590209961, 40.59195518493652, 1329.261302947998, 0.7522975338123726]"
"[221, 1.1334419250488281, 1288.0749702453613, 55.130720138549805, 1.9631385803222656, 58.55584144592285, 1349.7273921966553, 0.7408903499932081]"
"[222, 1.5802383422851562, 1298.1250286102295, 48.49553108215332, 1.8668174743652344, 51.13673210144043, 1352.7088165283203, 0.7392573980307638]"
"[223, 1.1441707611083984, 1299.558162689209, 48.101186752319336, 1.8701553344726562, 50.745487213134766, 1353.3179759979248, 0.7389246413154372]"
"[224, 1.3878345489501953, 1234.264612197876, 47.554969787597656, 1.8782615661621094, 50.185441970825195, 1287.7161502838135, 0.7765686558948565]"
"[225, 1.5175342559814453, 1267.8272724151611, 50.22597312927246, 1.9838809967041016, 52.8864860534668, 1324.2151737213135, 0.7551642813379015]"
"[226, 1.1069774627685547, 1228.736400604248, 49.45707321166992, 1.873016357421875, 52.1082878112793, 1283.8246822357178, 0.778922553707683]"
"[227, 1.0967254638671875, 1191.1828517913818, 106.47797584533691, 1.9838809967041016, 109.09771919250488, 1303.361177444458, 0.7672470358222054]"
"[228, 1.155853271484375, 1303.2174110412598, 50.19402503967285, 1.8770694732666016, 52.7036190032959, 1358.9539527893066, 0.7358601061849525]"
"[229, 0.9107589721679688, 1237.3719215393066, 103.32894325256348, 1.8758773803710938, 106.95171356201172, 1347.1102714538574, 0.7423297269649339]"
"[230, 1.0082721710205078, 1281.8057537078857, 56.38837814331055, 1.9643306732177734, 58.89701843261719, 1343.6753749847412, 0.7442273771009281]"
"[231, 1.2564659118652344, 1331.4869403839111, 85.18171310424805, 1.9795894622802734, 87.84198760986328, 1422.56498336792, 0.702955584941014]"
"[232, 1.1043548583984375, 1330.122709274292, 97.8090763092041, 1.8768310546875, 100.88562965393066, 1433.9895248413086, 0.6973551638117191]"
"[233, 0.9438991546630859, 1247.6942539215088, 52.98566818237305, 1.9004344940185547, 55.898189544677734, 1306.4367771148682, 0.7654407909492548]"
"[234, 2.429962158203125, 1247.05171585083, 74.4633674621582, 1.8689632415771484, 77.56519317626953, 1328.9158344268799, 0.752493103095027]"
"[235, 1.2853145599365234, 1301.7277717590332, 49.315452575683594, 1.8663406372070312, 52.06155776977539, 1356.9409847259521, 0.7369517254296509]"
"[236, 1.0991096496582031, 1238.910436630249, 49.63088035583496, 1.8663406372070312, 52.27184295654297, 1294.1477298736572, 0.7727093104723263]"
"[237, 1.1708736419677734, 1310.8980655670166, 50.29463768005371, 1.8627643585205078, 53.04765701293945, 1366.9793605804443, 0.7315399404241054]"
"[238, 1.0421276092529297, 1268.2931423187256, 49.21698570251465, 1.8699169158935547, 51.842451095581055, 1323.0476379394531, 0.7558306831320334]"
"[239, 1.220703125, 1251.0321140289307, 48.71320724487305, 1.8680095672607422, 51.349639892578125, 1305.4704666137695, 0.7660073709624987]"
"[240, 1.1157989501953125, 1291.0957336425781, 47.62911796569824, 1.8718242645263672, 50.126075744628906, 1344.2094326019287, 0.7439316937869888]"
"[241, 1.0378360748291016, 1237.854242324829, 45.66550254821777, 1.8668174743652344, 48.4471321105957, 1289.2060279846191, 0.7756712102589784]"
"[242, 1.1510848999023438, 1296.0610389709473, 46.36955261230469, 1.8656253814697266, 49.024105072021484, 1348.1018543243408, 0.7417837137396365]"
"[243, 1.1081695556640625, 1278.5818576812744, 101.6530990600586, 1.8894672393798828, 104.5682430267334, 1386.1477375030518, 0.7214238229767326]"
"[244, 1.3055801391601562, 1315.7081604003906, 105.98516464233398, 1.949310302734375, 108.61468315124512, 1427.5777339935303, 0.7004872492670385]"
"[245, 5.54656982421875, 1288.7787818908691, 105.63325881958008, 1.978158950805664, 108.25610160827637, 1404.55961227417, 0.711966933451024]"
"[246, 1.1305809020996094, 1293.9598560333252, 110.12029647827148, 1.8699169158935547, 112.73908615112305, 1409.6994400024414, 0.7093710699057014]"
"[247, 1.1026859283447266, 1285.8145236968994, 107.60760307312012, 1.8734931945800781, 110.63027381896973, 1399.420976638794, 0.7145812566007513]"
"[248, 1.41143798828125, 1285.304307937622, 50.95505714416504, 1.8701553344726562, 53.58695983886719, 1342.1728610992432, 0.7450605126831408]"
"[249, 1.1396408081054688, 1288.8011932373047, 111.9546890258789, 1.8699169158935547, 114.57681655883789, 1406.3875675201416, 0.7110415529079814]"
"[250, 3.871917724609375, 1309.7705841064453, 52.74605751037598, 1.8734931945800781, 55.42469024658203, 1370.9406852722168, 0.7294261602583032]"
"[251, 1.2500286102294922, 1349.0946292877197, 49.22175407409668, 1.8801689147949219, 51.70893669128418, 1403.9337635040283, 0.7122843156817709]"
"[252, 1.1489391326904297, 1287.1034145355225, 47.83797264099121, 1.8665790557861328, 50.33373832702637, 1340.4526710510254, 0.7460166416886003]"
"[253, 0.8609294891357422, 1267.341136932373, 77.23140716552734, 1.8711090087890625, 80.12175559997559, 1350.1949310302734, 0.7406337981412393]"
"[254, 1.249551773071289, 1221.1439609527588, 48.29144477844238, 1.8754005432128906, 50.83513259887695, 1275.10404586792, 0.7842497271031197]"
"[255, 1.2307167053222656, 1209.0363502502441, 101.69267654418945, 2.0215511322021484, 104.20942306518555, 1316.498041152954, 0.759590951707172]"
"[256, 1.2018680572509766, 1296.0517406463623, 47.08290100097656, 1.8749237060546875, 49.569129943847656, 1348.6976623535156, 0.7414560193238354]"
"[257, 1.035928726196289, 1289.8344993591309, 24.193763732910156, 1.8754005432128906, 26.66950225830078, 1319.4153308868408, 0.7579114601676283]"
"[258, 1.1799335479736328, 1246.7496395111084, 16.99090003967285, 1.8954277038574219, 19.46258544921875, 1269.2875862121582, 0.7878435201467829]"
"[259, 0.8821487426757812, 1290.177345275879, 58.38584899902344, 1.97601318359375, 61.0048770904541, 1354.0403842926025, 0.7385304098757989]"
"[260, 3.6077499389648438, 1292.860984802246, 35.13026237487793, 1.8794536590576172, 37.61124610900879, 1335.9594345092773, 0.7485257217913346]"
"[261, 1.9009113311767578, 1312.011480331421, 51.430702209472656, 1.8689632415771484, 53.9095401763916, 1369.6908950805664, 0.7300917335375725]"
"[262, 1.1680126190185547, 1264.643669128418, 55.43327331542969, 1.878499984741211, 57.909488677978516, 1325.5996704101562, 0.7543755647514518]"
"[263, 0.9126663208007812, 1301.9423484802246, 48.603057861328125, 1.8897056579589844, 51.081180572509766, 1355.8259010314941, 0.7375578230502998]"
"[264, 1.0950565338134766, 1323.049545288086, 90.08121490478516, 1.9788742065429688, 92.74435043334961, 1418.867826461792, 0.7047872827546481]"
"[265, 1.0373592376708984, 1265.0938034057617, 49.24368858337402, 1.8715858459472656, 51.87630653381348, 1319.8790550231934, 0.7576451768017697]"
"[266, 1.0330677032470703, 1286.597490310669, 49.90267753601074, 1.8672943115234375, 52.54077911376953, 1342.038631439209, 0.7451350330560864]"
"[267, 0.9903907775878906, 1306.490182876587, 50.89616775512695, 1.875162124633789, 53.52377891540527, 1362.8795146942139, 0.7337405759043695]"
"[268, 1.0662078857421875, 1291.623830795288, 110.02635955810547, 1.8696784973144531, 112.64753341674805, 1407.2072505950928, 0.7106273788577416]"
"[269, 3.970623016357422, 1309.8604679107666, 50.51279067993164, 1.8696784973144531, 53.16448211669922, 1368.8652515411377, 0.7305320950138441]"
"[270, 1.0306835174560547, 1297.0712184906006, 51.47671699523926, 1.8696784973144531, 54.11839485168457, 1354.0899753570557, 0.7385033625526348]"
"[271, 1.0454654693603516, 1270.8280086517334, 69.43368911743164, 1.962423324584961, 72.07775115966797, 1345.9136486053467, 0.7429897163434022]"
"[272, 1.0256767272949219, 1359.9097728729248, 51.850080490112305, 1.8742084503173828, 54.4896125793457, 1417.2992706298828, 0.7055672861212828]"
"[273, 2.292156219482422, 1312.502145767212, 111.2511157989502, 1.8630027770996094, 114.14742469787598, 1430.80472946167, 0.6989073906515831]"
"[274, 1.1897087097167969, 1231.5781116485596, 54.25143241882324, 1.865386962890625, 56.87308311462402, 1291.506290435791, 0.774289685931434]"
"[275, 0.9126663208007812, 1271.8451023101807, 77.17084884643555, 1.9676685333251953, 79.81514930725098, 1354.5405864715576, 0.7382576867666252]"
"[276, 1.0411739349365234, 1281.447172164917, 96.67539596557617, 1.985788345336914, 99.28703308105469, 1383.7611675262451, 0.7226680611277043]"
"[277, 0.949859619140625, 1301.9912242889404, 52.84738540649414, 1.875162124633789, 55.49192428588867, 1360.3081703186035, 0.735127540817303]"
"[278, 1.0182857513427734, 1309.1397285461426, 95.69001197814941, 1.8701553344726562, 98.92511367797852, 1410.9532833099365, 0.7087406874691934]"
"[279, 1.1372566223144531, 1234.9262237548828, 51.83720588684082, 1.8641948699951172, 54.474830627441406, 1292.4025058746338, 0.7737527553950769]"
"[280, 1.1134147644042969, 1290.4362678527832, 105.21078109741211, 1.8734931945800781, 108.42108726501465, 1401.8442630767822, 0.7133460016487064]"
"[281, 1.5015602111816406, 1254.5936107635498, 50.54068565368652, 1.8858909606933594, 53.15995216369629, 1311.141014099121, 0.7626944693565972]"
"[282, 0.9067058563232422, 1302.3641109466553, 52.87981033325195, 1.8727779388427734, 55.52172660827637, 1360.6653213500977, 0.7349345825965246]"
"[283, 0.8144378662109375, 1290.1787757873535, 55.68075180053711, 1.9829273223876953, 58.30574035644531, 1351.2818813323975, 0.7400380437381245]"
"[284, 0.7159709930419922, 1167.2461032867432, 54.155826568603516, 1.8606185913085938, 56.78057670593262, 1226.6032695770264, 0.8152595258814476]"
"[285, 1.081228256225586, 1359.1978549957275, 69.44489479064941, 1.8801689147949219, 72.78656959533691, 1434.945821762085, 0.696890422505304]"
"[286, 1.455545425415039, 1319.6606636047363, 54.00514602661133, 1.870870590209961, 56.644439697265625, 1379.631519317627, 0.7248312219588933]"
"[287, 0.7762908935546875, 1249.1114139556885, 90.0580883026123, 1.9872188568115234, 92.69475936889648, 1344.5696830749512, 0.7437323722137326]"
"[288, 0.8149147033691406, 1318.0766105651855, 55.394649505615234, 1.8725395202636719, 58.02154541015625, 1378.7856101989746, 0.7252759186075989]"
"[289, 0.7748603820800781, 1353.273630142212, 54.37302589416504, 1.8737316131591797, 57.00850486755371, 1412.9307270050049, 0.7077487812298513]"
"[290, 0.7750988006591797, 1291.5918827056885, 113.4481430053711, 1.8661022186279297, 116.05119705200195, 1410.2842807769775, 0.709076895793707]"
"[291, 3.1108856201171875, 1289.1299724578857, 54.1994571685791, 1.8725395202636719, 56.82706832885742, 1350.940465927124, 0.7402250692917985]"
"[292, 0.8289813995361328, 1293.02978515625, 54.762840270996094, 1.8734931945800781, 57.39116668701172, 1353.123426437378, 0.7390308825211073]"
"[293, 0.7960796356201172, 1311.0756874084473, 53.546905517578125, 1.8651485443115234, 56.16497993469238, 1369.9018955230713, 0.7299792804638531]"
"[294, 0.8625984191894531, 1358.0386638641357, 53.9698600769043, 1.8811225891113281, 56.64253234863281, 1417.4249172210693, 0.7055047416271959]"
"[295, 0.8246898651123047, 1288.635492324829, 54.29673194885254, 1.8720626831054688, 56.93793296813965, 1348.2701778411865, 0.7416911064525455]"
"[296, 0.8625984191894531, 1286.6358757019043, 60.13321876525879, 2.002239227294922, 62.775373458862305, 1352.276086807251, 0.7394939611488794]"
"[297, 0.9074211120605469, 1246.401309967041, 102.21624374389648, 1.9915103912353516, 104.87556457519531, 1354.1758060455322, 0.7384565545593395]"
"[298, 0.8385181427001953, 1279.8960208892822, 55.4201602935791, 1.8863677978515625, 58.051347732543945, 1340.672254562378, 0.7458944545148507]"
"[299, 1.2619495391845703, 1247.366189956665, 55.8016300201416, 1.8696784973144531, 58.42733383178711, 1308.9251518249512, 0.7639856248508661]"
"[300, 0.8406639099121094, 1285.6090068817139, 54.840803146362305, 1.8799304962158203, 57.77454376220703, 1346.1041450500488, 0.7428845707646339]"
"[301, 0.8289813995361328, 1286.9634628295898, 57.14774131774902, 1.9695758819580078, 59.778690338134766, 1349.5407104492188, 0.7409928372350709]"
"[302, 0.8203983306884766, 1261.0039710998535, 90.50774574279785, 1.8892288208007812, 93.34039688110352, 1357.0539951324463, 0.7368903548324925]"
"[303, 1.600027084350586, 1214.0929698944092, 50.37975311279297, 1.8782615661621094, 52.88553237915039, 1270.4567909240723, 0.7871184656918916]"
"[304, 0.8213520050048828, 1284.9204540252686, 57.684898376464844, 1.9671916961669922, 60.172319412231445, 1347.8813171386719, 0.7419050826543347]"
"[305, 0.6937980651855469, 1274.240255355835, 63.75861167907715, 1.974344253540039, 66.26558303833008, 1343.1739807128906, 0.7445051902131467]"
"[306, 0.8854866027832031, 1236.114740371704, 51.575660705566406, 1.8825531005859375, 54.06689643859863, 1292.9496765136719, 0.7734253066185951]"
"[307, 0.9291172027587891, 1246.9794750213623, 77.9564380645752, 1.99127197265625, 80.46221733093262, 1330.36208152771, 0.7516750619137149]"
"[308, 0.8008480072021484, 1329.0858268737793, 52.98948287963867, 1.8680095672607422, 55.504798889160156, 1387.2594833374023, 0.7208456759612469]"
"[309, 0.9686946868896484, 1288.3994579315186, 51.8951416015625, 1.8773078918457031, 54.39257621765137, 1345.6380367279053, 0.7431418945555602]"
"[310, 0.8304119110107422, 1288.332223892212, 68.62854957580566, 1.8758773803710938, 71.15530967712402, 1362.1938228607178, 0.7341099212297988]"
"[311, 0.8740425109863281, 1223.77610206604, 52.5667667388916, 1.8777847290039062, 55.05776405334473, 1281.585693359375, 0.780283367067508]"
"[312, 0.7939338684082031, 1287.4526977539062, 58.25400352478027, 1.989126205444336, 60.75716018676758, 1350.9929180145264, 0.7401963301699911]"
"[313, 0.8165836334228516, 1268.7220573425293, 69.67043876647949, 1.996755599975586, 72.14713096618652, 1343.6825275421143, 0.7442234155036727]"
"[314, 0.8361339569091797, 1221.2352752685547, 52.80756950378418, 1.874685287475586, 55.29499053955078, 1279.2410850524902, 0.7817134797222117]"
"[315, 1.1527538299560547, 1251.1837482452393, 52.350521087646484, 1.8668174743652344, 54.83055114746094, 1309.0338706970215, 0.7639221737383539]"
"[316, 1.0144710540771484, 1360.503911972046, 57.344675064086914, 1.8796920776367188, 59.96370315551758, 1423.3617782592773, 0.702562071902033]"
"[317, 0.8652210235595703, 1240.2162551879883, 52.9477596282959, 1.8796920776367188, 55.45163154602051, 1298.412799835205, 0.7701710889841199]"
"[318, 1.0221004486083984, 1259.1588497161865, 94.81167793273926, 2.0151138305664062, 97.3045825958252, 1359.5006465911865, 0.735564195947535]"
"[319, 0.6594657897949219, 1239.3627166748047, 52.376747131347656, 1.8658638000488281, 54.98337745666504, 1296.8714237213135, 0.771086463707054]"
"[320, 1.3780593872070312, 1310.5709552764893, 53.08389663696289, 1.875162124633789, 55.577993392944336, 1369.4021701812744, 0.7302456661563674]"
"[321, 0.8847713470458984, 1253.4689903259277, 52.696943283081055, 1.878976821899414, 55.19676208496094, 1311.429500579834, 0.7625266928629111]"
"[322, 0.8132457733154297, 1290.515661239624, 111.34076118469238, 1.865386962890625, 113.81387710571289, 1407.008171081543, 0.710727926499046]"
"[323, 1.3713836669921875, 1221.9007015228271, 53.61533164978027, 1.8739700317382812, 56.130409240722656, 1281.2764644622803, 0.7804716840870678]"
"[324, 0.8432865142822266, 1323.760986328125, 111.37723922729492, 1.8727779388427734, 113.87157440185547, 1440.3486251831055, 0.694276359567375]"
